Family	!	Scientific Name	Author	Reference	Date
"Asparagaceae"	""	"Agave filifera"	"Salm-Dyck"	"Hort. Dyck. 1834: 309"	"1834"
"Asparagaceae"	"!"	"Agave fourcroydes"	"Lem."	"Ill. Hort. 11: 66"	"1864"
"Asparagaceae"	""	"Agave funkiana"	"K. Koch & C.D. Bouché"	"Wochenschr. Vereines Beförd. Gartenbaues Königl. Preuss. Staaten 3(6): 47"	"1860"
"Asparagaceae"	""	"Agave geminiflora"	"(Tagl.) Ker Gawl."	"J. Sci. Arts (London) 2: 88"	"1817"
"Asparagaceae"	""	"Agave × glomeruliflora"	"(Engelm.) A. Berger"	"Agaven 95"	"1915"
"Asparagaceae"	""	"Agave glomeruliflora"	"(Engelm.) A. Berger"	"Agaven 95"	"1915"
"Asparagaceae"	""	"Agave gracilipes"	"Trel."	"Rep. (Annual) Missouri Bot. Gard. 22: 95, pl. 98–99"	"1911"
"Asparagaceae"	""	"Agave guiengola"	"Gentry"	"Brittonia 12: 98"	"1960"
"Asparagaceae"	""	"Agave havardiana"	"Trel."	"Rep. (Annual) Missouri Bot. Gard. 22: 91, pl. 84–86"	"1911"
"Asparagaceae"	"!"	"Agave heteracantha"	"Zucc."	"Nov. Actorum Acad. Caes. Leop.-Carol. German. Nat. Cur. 16(2): 675–676"	"1833"
"Asparagaceae"	""	"Agave huachucensis"	"Baker"	"Handb. Amaryll. 172–173"	"1888"
"Asparagaceae"	""	"Agave kerchovei"	"Lem."	"Ill. Hort. 11: 64"	"1864"
"Asparagaceae"	""	"Agave lecheguilla fo. glomeruliflora"	"(Engelm.) Trel."	"Contr. U.S. Natl. Herb. 23: 136"	"1920"
"Asparagaceae"	""	"Agave lechuguilla"	"Torr."	"Rep. U.S. Mex. Bound. 2(1): 213–214"	"1859"
"Asparagaceae"	"**"	"Agave lophantha"	"Schiede"	"Linnaea 4(4): 582"	"1829"
"Asparagaceae"	""	"Agave lophantha"	"Schiede ex Kunth"	"Enum. Pl. 5: 838"	"1850"
"Asparagaceae"	"!"	"Agave lurida"	"Aiton"	"Hort. Kew. 1: 472"	"1789"
"Asparagaceae"	""	"Agave mckelveyana"	"Gentry"	"Cact. Succ. J. (Los Angeles) 42(5): 225–228, f. 3–6"	"1970"
"Asparagaceae"	""	"Agave multilineata"	"Baker"	"Handb. Amaryll. 1888: 168"	"1888"
"Asparagaceae"	""	"Agave murpheyi"	"F. Gibson"	"Contr. Boyce Thompson Inst. Pl. Res. 7(1): 83–85, f. 1"	"1935"
"Asparagaceae"	""	"Agave neglecta"	"Small"	"Fl. S.E. U.S. 289"	"1903"
"Asparagaceae"	""	"Agave neomexicana"	"Wooton & Standl."	"Contr. U.S. Natl. Herb. 16(4): 115–116, pl. 48"	"1913"
"Asparagaceae"	""	"Agave palmeri"	"Engelm."	"Trans. Acad. Sci. St. Louis 3: 319–320"	"1875"
"Asparagaceae"	""	"Agave parryi"	"Engelm."	"Trans. Acad. Sci. St. Louis 3: 311–313"	"1875"
"Asparagaceae"	""	"Agave parryi var. couesii"	"(Engelm. ex Trel.) Kearney & Peebles"	"J. Wash. Acad. Sci. 29(11): 474"	"1939"
"Asparagaceae"	""	"Agave parryi var. huachucensis"	"(Baker) Little"	"Amer. J. Bot. 30(3): 235"	"1943"
"Asparagaceae"	""	"Agave parryi var. parryi"	""	" "	""
"Asparagaceae"	""	"Agave parviflora"	"Torr."	"Rep. U.S. Mex. Bound. 2(1): 214"	"1859"
"Asparagaceae"	""	"Agave pendula"	"Schnittsp."	"Z. Gartenbau-Vereins Darmstadt 6(1): 7"	"1857"
"Asparagaceae"	""	"Agave poselgeri"	"Salm-Dyck"	"Bonplandia (Hannover) 7: 92"	"1859"
"Asparagaceae"	""	"Agave pumila"	"De Smet ex Baker"	"Handb. Amaryll. 172"	"1888"
"Asparagaceae"	""	"Agave salmiana"	"Otto ex Salm-Dyck"	"Bonplandia (Hannover) 7: 88"	"1859"
"Asparagaceae"	"*"	"Agave scabra"	"Salm-Dyck"	"Bonplandia (Hannover) 7: 89"	"1859"
"Asparagaceae"	"!"	"Agave scabra"	"Ortega"	"Nov. Pl. Descr. Dec. 13"	"1797"
"Asparagaceae"	""	"Agave scaphoidea"	"Greenm. & Roush"	"Ann. Missouri Bot. Gard. 16: 391"	"1929"
"Asparagaceae"	""	"Agave schidigera"	"Lem."	"Ill. Hort. 8: Plantes Recommendees, 1861 & t. 330, 1862"	"1861"
"Asparagaceae"	""	"Agave schottii"	"Engelm."	"Trans. Acad. Sci. St. Louis 3: 306–307"	"1875"
"Asparagaceae"	""	"Agave schottii var. treleasei"	"(Toumey) Kearney & Peebles"	"J. Wash. Acad. Sci. 29(11): 474"	"1939"
"Asparagaceae"	""	"Agave shawii"	"Engelm."	"Trans. Acad. Sci. St. Louis 3: 314–316"	"1875"
"Asparagaceae"	"**"	"Agave sisalana"	"Perrine"	"Trop. Pl. 8, 9, 16, 47, 60, 86"	"1838"
"Asparagaceae"	"!"	"Agave sisalana"	"Perrine ex Engelm."	"Trans. Acad. Sci. St. Louis 3: 305, 316, pl. 2–4"	"1875"
"Asparagaceae"	""	"Agave sobria"	"Brandegee"	"Proc. Calif. Acad. Sci., ser. 2, 2: 207"	"1889"
"Asparagaceae"	""	"Agave stricta"	"Salm-Dyck"	"Bonplandia (Hannover) 7: 94"	"1859"
"Asparagaceae"	""	"Agave tequilana"	"F.A.C. Weber"	"Bull. Mus. Hist. Nat. (Paris) 8(3): 220–223, f. 1–2"	"1902"
"Asparagaceae"	""	"Agave toumeyana"	"Trel."	"Contr. U.S. Natl. Herb. 23(1): 140"	"1920"
"Asparagaceae"	""	"Agave toumeyana subsp. bella"	"(Breitung) Gentry"	"Agaves Cont. N. Amer. 211"	"1982"
"Asparagaceae"	""	"Agave utahensis"	"Engelm."	"Botany (Fortieth Parallel) 497"	"1871"
"Asparagaceae"	""	"Agave utahensis var. discreta"	"M.E. Jones"	"Contr. W. Bot. 17: 19"	"1930"
"Asparagaceae"	""	"Agave utahensis var. eborispina"	"(Hester) Breitung"	"Cact. Succ. J. (Los Angeles) 32(1): 22"	"1960"
"Asparagaceae"	""	"Agave utahensis subsp. kaibabensis"	"(McKelvey) Gentry"	"Agaves Cont. N. Amer. 259"	"1982"
"Asparagaceae"	""	"Agave utahensis var. kaibabensis"	"(McKelvey) Breitung"	"Cact. Succ. J. (Los Angeles) 32(1): 21"	"1960"
"Asparagaceae"	""	"Agave utahensis var. nevadensis"	"Engelm. ex Greenm. & Roush"	"Ann. Missouri Bot. Gard. 16(4): 390, pl. 32"	"1929"
"Asparagaceae"	""	"Agave utahensis var. utahensis"	""	" "	""
"Asparagaceae"	""	"Agave vilmoriniana"	"A. Berger"	"Repert. Spec. Nov. Regni Veg. 12: 503"	"1913"
"Asparagaceae"	"!"	"Agave virginica"	"L."	"Sp. Pl. 1: 323"	"1753"
"Asparagaceae"	""	"Agave virginica fo. tigrina"	"(Engelm.) E.J. Palmer & Steyerm."	"Ann. Missouri Bot. Gard. 22(3): 507"	"1935"
"Asparagaceae"	""	"Agave virginica var. tigrina"	"Engelm."	"Trans. Acad. Sci. St. Louis 3: 302–303"	"1875"
"Asparagaceae"	""	"Agave weberi"	"F. Cels ex J. Poiss."	"Bull. Mus. Hist. Nat. (Paris) 7(5): 231–232"	"1901"
"Phytolaccaceae"	""	"Agdestis"	"Moc. & Sessé ex DC."	"Syst. Nat. 1: 511, 543"	"1818 [1817]"
"Phytolaccaceae"	""	"Agdestis clematidea"	"Moc. & Sessé ex DC."	"Syst. Nat. 1: 543"	"1818 [1817]"
"Asteraceae"	"!"	"Ageratina"	"Spach"	"Hist. Nat. Vég. 10: 286"	"1841"
"Asteraceae"	"!"	"Ageratina adenophora"	"(Spreng.) R.M. King & H. Rob."	"Phytologia 19(4): 211"	"1970"
"Asteraceae"	""	"Ageratina altissima"	"(L.) R.M. King & H. Rob."	"Phytologia 19(4): 212"	"1970"
"Asteraceae"	""	"Ageratina altissima var. altissima"	""	" "	""
"Asteraceae"	""	"Ageratina altissima var. roanensis"	"(Small) Clewell & Wooten"	"Brittonia 23(2): 138"	"1971"
"Asteraceae"	""	"Ageratina aromatica"	"(L.) Spach"	"Hist. Nat. Vég. 10: 286"	"1841"
"Asteraceae"	""	"Ageratina havanensis"	"(Kunth) R.M. King & H. Rob."	"Phytologia 19(4): 222"	"1970"
"Asteraceae"	""	"Ageratina herbacea"	"(A. Gray) R.M. King & H. Rob."	"Phytologia 19(4): 222"	"1970"
"Asteraceae"	""	"Ageratina jucunda"	"(Greene) Clewell & Wooten"	"Brittonia 23(2): 142"	"1971"
"Asteraceae"	""	"Ageratina lemmonii"	"(B.L. Rob.) R.M. King & H. Rob."	"Phytologia 19(4): 223"	"1970"
"Asteraceae"	""	"Ageratina luciae-brauniae"	"(Fernald) R.M. King & H. Rob."	"Phytologia 19(4): 215"	"1970"
"Asteraceae"	""	"Ageratina modesta"	"(Kunth) R.M. King & H. Rob."	"Phytologia 24: 93"	"1972"
"Asteraceae"	""	"Ageratina occidentalis"	"(Hook.) R.M. King & H. Rob."	"Phytologia 19(4): 224"	"1970"
"Asteraceae"	""	"Ageratina paupercula"	"(A. Gray) R.M. King & H. Rob."	"Phytologia 19(4): 215"	"1970"
"Asteraceae"	""	"Ageratina resiniflua"	"(Urb.) R.M. King & H. Rob."	"Phytologia 19(4): 225"	"1970"
"Asteraceae"	""	"Ageratina riparia"	"(Regel) R.M. King & H. Rob."	"Phytologia 19(4): 216"	"1970"
"Asteraceae"	""	"Ageratina rothrockii"	"(A. Gray) R.M. King & H. Rob."	"Phytologia 19(4): 216"	"1970"
"Asteraceae"	""	"Ageratina shastensis"	"(D.W. Taylor & Stebbins) R.M. King & H. Rob."	"Phytologia 45(6): 464"	"1980"
"Asteraceae"	""	"Ageratina thyrsiflora"	"(Greene) R.M. King & H. Rob."	"Phytologia 19(4): 227"	"1970"
"Asteraceae"	""	"Ageratina wrightii"	"(A. Gray) R.M. King & H. Rob."	"Phytologia 19(4): 228"	"1970"
"Asteraceae"	"!"	"Ageratum"	"L."	"Sp. Pl. 2: 839"	"1753"
"Asteraceae"	""	"Ageratum altissimum"	"L."	"Sp. Pl. 2: 839–840"	"1753"
"Asteraceae"	"!!"	"Ageratum conyzoides"	"L."	"Sp. Pl. 2: 839"	"1753"
"Asteraceae"	"!"	"Ageratum corymbosum"	"Zuccagni"	"Collectanea 152"	"1806"
"Asteraceae"	"!"	"Ageratum houstonianum"	"Mill."	"Gard. Dict. (ed. 8) no. 2"	"1768"
"Asteraceae"	""	"Ageratum littorale"	"A. Gray"	"Notes Compositae 78"	"1880"
"Asteraceae"	""	"Agnorhiza"	"(Jeps.) W.A. Weber"	"Phytologia 85(1): 19"	"1998 [1999]"
"Asteraceae"	""	"Agnorhiza ovata"	"(Torr. & A. Gray) W.A. Weber"	"Phytologia 85(1): 20"	"1998 [1999]"
"Asteraceae"	""	"Agoseris"	"Raf."	"Fl. Ludov. 58"	"1817"
"Asteraceae"	""	"Agoseris alpestris"	"(A. Gray) Greene"	"Pittonia 2(10B): 177"	"1891"
"Asteraceae"	""	"Agoseris apargioides"	"(Less.) Greene"	"Pittonia 2(10B): 177"	"1891"
"Asteraceae"	""	"Agoseris apargioides subsp. apargioides"	""	" "	""
"Asteraceae"	""	"Agoseris apargioides var. apargioides"	""	" "	""
"Asteraceae"	""	"Agoseris apargioides var. eastwoodiae"	"(Fedde) Munz"	"Aliso 4(1): 100"	"1958"
"Asteraceae"	""	"Agoseris apargioides subsp. maritima"	"(E. Sheld.) Q. Jones"	"Vasc. Pl. Pacif. N.W. 5: 24"	"1955"
"Asteraceae"	""	"Agoseris arizonica"	"(Greene) Greene"	"Pittonia 2(10B): 176"	"1891"
"Asteraceae"	""	"Agoseris aurantiaca"	"(Hook.) Greene"	"Pittonia 2(10B): 177"	"1891"
"Asteraceae"	""	"Agoseris aurantiaca var. aurantiaca"	""	" "	""
"Asteraceae"	""	"Agoseris aurantiaca subsp. purpurea"	"(A. Gray) G.W. Douglas"	"Canad. J. Bot. 64(11): 2726"	"1986"
"Asteraceae"	""	"Agoseris aurantiaca var. purpurea"	"(A. Gray) Cronquist"	"Rhodora 50(590): 33"	"1948"
"Asteraceae"	""	"Agoseris cuspidata"	"(Pursh) Raf. ex Steud."	"Nomencl. Bot. (ed. 2) 1: 37"	"1840"
"Asteraceae"	""	"Agoseris × elata"	"(Nutt.) Greene"	"Pittonia 2(10B): 177"	"1891"
"Asteraceae"	""	"Agoseris glauca"	"(Pursh) Raf."	"Herb. Raf. 39"	"1833"
"Asteraceae"	""	"Agoseris glauca var. dasycephala"	"(Torr. & A. Gray) Jeps."	"Man. Fl. Pl. Calif. 1005"	"1925"
"Asteraceae"	""	"Agoseris glauca var. glauca"	""	" "	""
"Asteraceae"	""	"Agoseris glauca var. laciniata"	"(D.C. Eaton) Smiley"	"Univ. Calif. Publ. Bot. 9: 404"	"1921"
"Asteraceae"	""	"Agoseris glauca var. monticola"	"(Greene) Q. Jones"	"Vasc. Pl. Pacif. N.W. 5: 26"	"1955"
"Asteraceae"	""	"Agoseris glauca var. parviflora"	"(Nutt.) Rydb."	"Contr. U.S. Natl. Herb. 3(8): 511"	"1896"
"Asteraceae"	""	"Agoseris grandiflora"	"(Nutt.) Greene"	"Pittonia 2(10B): 178"	"1891"
"Asteraceae"	""	"Agoseris heterophylla"	"(Nutt.) Greene"	"Pittonia 2(10B): 178"	"1891"
"Asteraceae"	""	"Agoseris hirsuta"	"(Hook.) Greene"	"Pittonia 2(10B): 177"	"1891"
"Asteraceae"	""	"Agoseris lackschewitzii"	"Douglass M. Hend. & R.K. Moseley"	"Syst. Bot. 15(3): 462–465, f. 1A–B"	"1990"
"Asteraceae"	""	"Agoseris purpurea"	"(A. Gray) Greene"	"Pittonia 2(10B): 177"	"1891"
"Asteraceae"	""	"Agoseris retrorsa"	"(Benth.) Greene"	"Pittonia 2(10B): 178"	"1891"
"Asteraceae"	""	"Agoseris rostrata"	"Rydb."	"Bull. Torrey Bot. Club 32(3): 137"	"1905"
"Asteraceae"	""	"Agoseris scorzonerifolia"	"(Schrad.) Greene"	"Pittonia 2(10B): 177"	"1891"
"Rosaceae"	""	"Agrimonia"	"L."	"Sp. Pl. 1: 448"	"1753"
"Rosaceae"	""	"Agrimonia gryposepala"	"Wallr."	"Beitr. Bot. 1: 49–50, pl. 1, f. 8"	"1842"
"Rosaceae"	""	"Agrimonia incisa"	"Torr. & A. Gray"	"Fl. N. Amer. 1(3): 431"	"1840"
"Rosaceae"	"!!"	"Agrimonia microcarpa"	"Wallr."	"Beitr. Bot. 1: 39–40, pl. 1, f. 3"	"1842"
"Rosaceae"	"!"	"Agrimonia parviflora"	"Aiton"	"Hort. Kew. 2: 130"	"1789"
"Rosaceae"	""	"Agrimonia pubescens"	"Wallr."	"Beitr. Bot. 1: 45–46, pl. 1, f. 7"	"1842"
"Rosaceae"	""	"Agrimonia rostellata"	"Wallr."	"Beitr. Bot. 1: 42–43"	"1842"
"Rosaceae"	""	"Agrimonia striata"	"Michx."	"Fl. Bor.-Amer. 1: 287"	"1803"
"Poaceae"	"!"	"× Agropogon lutosus"	"(Poir.) P. Fourn."	"Monde Pl. 36(213): 20"	"1935"
"Poaceae"	"!!"	"Agrostis"	"L."	"Sp. Pl. 1: 61"	"1753"
"Poaceae"	""	"Agrostis anadyrensis"	"Soczava"	"Fl. SSSR 2: 176, t. 13"	"1934"
"Poaceae"	""	"Agrostis blasdalei"	"Hitchc."	"Proc. Biol. Soc. Washington 41: 160–161"	"1928"
"Poaceae"	""	"Agrostis clavata"	"Trin."	"Neue Entdeck. Pflanzenk. 2: 55"	"1821"
"Poaceae"	"!"	"Agrostis densiflora"	"Vasey"	"Contr. U.S. Natl. Herb. 3(1): 72"	"1892"
"Poaceae"	""	"Agrostis elliottiana"	"Schult."	"Mant. 2: 202"	"1824"
"Poaceae"	""	"Agrostis exarata"	"Trin."	"Gram. Unifl. Sesquifl. 207"	"1824"
"Poaceae"	""	"Agrostis hallii"	"Vasey"	"Contr. U.S. Natl. Herb. 3(1): 74"	"1892"
"Poaceae"	""	"Agrostis hendersonii"	"Hitchc."	"J. Wash. Acad. Sci. 20(15): 381"	"1930"
"Poaceae"	""	"Agrostis hooveri"	"Swallen"	"Leafl. W. Bot. 5(12): 198"	"1949"
"Poaceae"	""	"Agrostis howellii"	"Scribn."	"Contr. U.S. Natl. Herb. 3(1): 76"	"1892"
"Poaceae"	""	"Agrostis hyemalis"	"(Walter) Britton, Sterns & Poggenb."	"Prelim. Cat. 68"	"1888"
"Poaceae"	""	"Agrostis idahoensis"	"Nash"	"Bull. Torrey Bot. Club 24(1): 42–43"	"1897"
"Poaceae"	""	"Agrostis mertensii"	"Trin."	"Linnaea 10(3): 302"	"1836"
"Poaceae"	""	"Agrostis microphylla"	"Steud."	"Syn. Pl. Glumac. 1: 164"	"1855 [1854]"
"Poaceae"	"!"	"Agrostis oregonensis"	"Vasey"	"Bull. Torrey Bot. Club 13: 55"	"1886"
"Poaceae"	""	"Agrostis pallens"	"Trin."	"Mém. Acad. Imp. Sci. Saint-Pétersbourg, Sér. 6, Sci. Math., Seconde Pt. Sci. Nat. 6,4(3–4): 328"	"1841"
"Poaceae"	"!"	"Agrostis perennans"	"(Walter) Tuck."	"Amer. J. Sci. Arts 45: 44"	"1843"
"Poaceae"	"!"	"Agrostis rossiae"	"Vasey"	"Contr. U.S. Natl. Herb. 3(1): 76"	"1892"
"Poaceae"	"!"	"Agrostis scabra"	"Willd."	"Sp. Pl. 1(1): 370"	"1797"
"Poaceae"	""	"Agrostis variabilis"	"Rydb."	"Mem. New York Bot. Gard. 1: 32"	"1900"
"Poaceae"	"!"	"Agrostis vinealis"	"Schreb."	"Spic. Fl. Lips. 47"	"1771"
"Arecaceae"	""	"Aiphanes acanthophylla"	"(Mart.) Burret"	"Notizbl. Bot. Gart. Berlin-Dahlem 11(107): 558"	"1932"
"Arecaceae"	""	"Aiphanes aculeata"	"Willd."	"Samml. Deutsch. Abh. Köningl. Akad. Wiss. Berlin 1803: 251"	"1806"
"Arecaceae"	""	"Aiphanes minima"	"(Gaertn.) Burret"	"Notizbl. Bot. Gart. Berlin-Dahlem 11(107): 558"	"1932"
"Fabaceae"	"!"	"Albizia"	"Durazz."	"Mag. Tosc. 3(4): 13–14, pl. [opposite p. 1]"	"1772"
"Rosaceae"	""	"Alchemilla"	"L."	"Sp. Pl. 1: 123"	"1753"
"Rosaceae"	""	"Alchemilla alpina"	"L."	"Sp. Pl. 1: 123"	"1753"
"Rosaceae"	""	"Alchemilla filicaulis"	"Buser"	"Bull. Herb. Boissier 1(app. 2): 22–23"	"1893"
"Asteraceae"	""	"Aldama"	"La Llave"	"Nov. Veg. Descr. 1: 14"	"1824"
"Orobanchaceae"	""	"Alectra fluminensis"	"(Vell.) Stearn"	"J. Arnold Arbor. 52: 635"	"1971"
"Apiaceae"	""	"Aletes"	"J.M. Coult. & Rose"	"Rev. N. Amer. Umbell. 125–127, pl. 9, f. 147"	"1888"
"Apiaceae"	""	"Aletes acaulis"	"(Torr.) J.M. Coult. & Rose"	"Rev. N. Amer. Umbell. 126"	"1888"
"Apiaceae"	""	"Aletes anisatus"	"(A. Gray) W.L. Theob. & C.C. Tseng"	"Brittonia 16(3): 311"	"1964"
"Apiaceae"	""	"Aletes filifolius"	"Mathias, Constance & W.L. Theob."	"Madroño 20(4): 214–217, f. 1"	"1969 [1970]"
"Apiaceae"	""	"Aletes humilis"	"J.M. Coult. & Rose"	"Contr. U.S. Natl. Herb. 7(1): 107"	"1900"
"Apiaceae"	""	"Aletes macdougalii"	"J.M. Coult. & Rose"	"Contr. U.S. Natl. Herb. 7(1): 107"	"1900"
"Apiaceae"	"*"	"Aletes tenuifolia"	"(Nutt. ex Torr. & A. Gray) W.A. Weber"	"Phytologia 70(4): 231"	"1991"
"Nartheciaceae"	""	"Aletris"	"L."	"Sp. Pl. 1: 319"	"1753"
"Nartheciaceae"	""	"Aletris aurea"	"Walter"	"Fl. Carol. 121–122"	"1788"
"Nartheciaceae"	""	"Aletris bracteata"	"Northr."	"Mem. Torrey Bot. Club 12(1): 27–28, pl. 1"	"1902"
"Nartheciaceae"	""	"Aletris farinosa"	"L."	"Sp. Pl. 1: 319"	"1753"
"Nartheciaceae"	""	"Aletris lutea"	"Small"	"Bull. New York Bot. Gard. 1(4): 278–279"	"1899"
"Nartheciaceae"	""	"Aletris obovata"	"Nash ex Small"	"Fl. S.E. U.S. 286"	"1903"
"Polemoniaceae"	""	"Aliciella"	"Brand"	"Helios 22: 78"	"1905"
"Polemoniaceae"	""	"Aliciella caespitosa"	"(A. Gray) J.M. Porter"	"Aliso 17(1): 34"	"1998"
"Polemoniaceae"	""	"Aliciella formosa"	"(Greene ex Brand) J.M. Porter"	"Aliso 17(1): 33"	"1998"
"Polemoniaceae"	""	"Aliciella heterostyla"	"(S.A. Cochrane & A.G. Day) J.M. Porter"	"Aliso 17(1): 37"	"1998"
"Polemoniaceae"	""	"Aliciella hutchinsifolia"	"(Rydb.) J.M. Porter"	"Aliso 17(1): 35"	"1998"
"Polemoniaceae"	""	"Aliciella leptomeria"	"(A. Gray) J.M. Porter"	"Aliso 17(1): 38"	"1998"
"Polemoniaceae"	""	"Aliciella mcvickerae"	"(M.E. Jones) J.M. Porter"	"Aliso 17(1): 28"	"1998"
"Polemoniaceae"	""	"Aliciella pinnatifida"	"(Nutt. ex A. Gray) J.M. Porter"	"Aliso 17(1): 27"	"1998"
"Polemoniaceae"	""	"Aliciella triodon"	"(Eastw.) Brand"	"Helios 22: 78"	"1905"
"Alismataceae"	"!"	"Alisma"	"L."	"Sp. Pl. 1: 342"	"1753"
"Alismataceae"	""	"Alisma geyeri"	"Torr. ex Nicollet"	"Rep. Hydrog. Miss. 162"	"1843"
"Alismataceae"	"!"	"Alisma gramineum"	"Lej."	"Fl. Spa 1: 175"	"1811"
"Alismataceae"	""	"Alisma gramineum var. angustissimum"	"(DC.) Hendricks"	"Amer. Midl. Naturalist 58(2): 489"	"1957"
"Alismataceae"	"!"	"Alisma lanceolatum"	"With."	"Arr. Brit. Pl. (ed. 3) 2: 362"	"1796"
"Alismataceae"	"**"	"Alisma plantago"	"R. Br."	"Voy. Terra Austral. 2(3): 592"	"1814"
"Alismataceae"	""	"Alisma plantago-aquatica"	"L."	"Sp. Pl. 1: 342"	"1753"
"Alismataceae"	""	"Alisma plantago-aquatica var. americanum"	"Schult. & Schult. f."	"Syst. Veg. (ed. 15 bis) 7(2): 1598"	"1830"
"Alismataceae"	""	"Alisma plantago-aquatica subsp. brevipes"	"(Greene) Samuels."	"Ark. Bot. 24A(7): 19"	"1932"
"Alismataceae"	""	"Alisma plantago-aquatica var. brevipes"	"(Greene) Vict."	"Fl. Laurent. 615"	"1935"
"Alismataceae"	""	"Alisma subcordatum"	"Raf."	"Med. Repos., hexade 2, 5: 362"	"1808"
"Alismataceae"	""	"Alisma tenellum"	"Mart. ex Schult. f."	"Syst. Veg. (ed. 15 bis) 7(2): 1600"	"1830"
"Alismataceae"	""	"Alisma triviale"	"Pursh"	"Fl. Amer. Sept. 1: 252–253"	"1814 [1813]"
"Arecaceae"	""	"Allagoptera"	"Nees"	"Flora 4: 296"	"1821"
"Arecaceae"	""	"Allagoptera arenaria"	"(Gomes) Kuntze"	"Revis. Gen. Pl. 2: 726"	"1891"
"Arecaceae"	""	"Allagoptera leucocalyx"	"(Drude) Kuntze"	"Revis. Gen. Pl. 2: 726"	"1891"
"Apocynaceae"	""	"Allamanda"	"L."	"Mant. Pl. 2: 146, 214–215 [as Allemanda]"	"1771"
"Apocynaceae"	"!"	"Allamanda cathartica"	"L."	"Mant. Pl. 2: 214–215"	"1771"
"Apocynaceae"	"!"	"Allamanda schottii"	"Pohl"	"Pl. Bras. Icon. Descr. 1: 73, pl. 58"	"1827"
"Amaranthaceae"	""	"Allenrolfea"	"Kuntze"	"Revis. Gen. Pl. 2: 545–546"	"1891"
"Amaranthaceae"	""	"Allenrolfea occidentalis"	"(S. Watson) Kuntze"	"Revis. Gen. Pl. 2: 546"	"1891"
"Nyctaginaceae"	"!!"	"Allionia"	"L."	"Syst. Nat. (ed. 10) 2: 890"	"1759"
"Nyctaginaceae"	""	"Allionia choisyi"	"Standl."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 8(5): 310"	"1931"
"Nyctaginaceae"	""	"Allionia incarnata"	"L."	"Syst. Nat. (ed. 10) 2: 890"	"1759"
"Amaryllidaceae"	""	"Allium"	"L."	"Sp. Pl. 1: 294"	"1753"
"Amaryllidaceae"	""	"Allium aaseae"	"Ownbey"	"Res. Stud. State Coll. Wash. 18(1): 38–39, f. 18"	"1950"
"Amaryllidaceae"	""	"Allium abramsii"	"(Ownbey & Aase ex Traub) McNeal"	"Aliso 13(3): 417"	"1992"
"Amaryllidaceae"	""	"Allium acetabulum"	"(Raf.) Shinners"	"Field & Lab. 25(1): 31"	"1957"
"Amaryllidaceae"	""	"Allium acuminatum"	"Hook."	"Fl. Bor.-Amer. 2: 184, pl. 196"	"1838"
"Amaryllidaceae"	""	"Allium allegheniense"	"Small"	"Bull. New York Bot. Gard. 1(4): 279–280"	"1899"
"Amaryllidaceae"	"!"	"Allium amplectens"	"Torr."	"Pacif. Railr. Rep. 4(5): 148"	"1857"
"Amaryllidaceae"	""	"Allium anceps"	"Kellogg"	"Proc. Calif. Acad. Sci. 2: 109, f. 32"	"1863"
"Amaryllidaceae"	""	"Allium atrorubens"	"S. Watson"	"Botany (Fortieth Parallel) 352, pl. 38, f. 4–5"	"1871"
"Amaryllidaceae"	""	"Allium atrorubens var. atrorubens"	""	" "	""
"Amaryllidaceae"	""	"Allium atrorubens var. inyonis"	"(M.E. Jones) Ownbey & Aase ex Cronquist & Ownbey"	"Intermount. Fl. 6: 515"	"1977"
"Amaryllidaceae"	""	"Allium bigelovii"	"S. Watson"	"Botany (Fortieth Parallel) 487, pl. 38, f. 8–9"	"1871"
"Amaryllidaceae"	""	"Allium bisceptrum"	"S. Watson"	"Botany (Fortieth Parallel) 351, pl. 37, f. 1–3"	"1871"
"Amaryllidaceae"	""	"Allium bisceptrum var. bisceptrum"	""	" "	""
"Amaryllidaceae"	""	"Allium bisceptrum var. palmeri"	"(S. Watson) Cronquist"	"Intermount. Fl. 6: 515"	"1977"
"Amaryllidaceae"	""	"Allium bivalve"	"(L.) Kuntze"	"Revis. Gen. Pl. 3(3): 312"	"1898"
"Amaryllidaceae"	""	"Allium bolanderi"	"S. Watson"	"Proc. Amer. Acad. Arts 14: 229"	"1879"
"Amaryllidaceae"	""	"Allium brandegeei"	"S. Watson"	"Proc. Amer. Acad. Arts 17: 380"	"1882"
"Amaryllidaceae"	""	"Allium brevistylum"	"S. Watson"	"Botany (Fortieth Parallel) 350"	"1871"
"Amaryllidaceae"	""	"Allium breweri"	"S. Watson"	"Proc. Amer. Acad. Arts 14: 233"	"1879"
"Amaryllidaceae"	""	"Allium burlewii"	"Davidson"	"Bull. S. Calif. Acad. Sci. 15(1): 17"	"1916"
"Amaryllidaceae"	""	"Allium campanulatum"	"S. Watson"	"Proc. Amer. Acad. Arts 14: 231"	"1879"
"Amaryllidaceae"	"!"	"Allium canadense"	"L."	"Sp. Pl. 2: 1195"	"1753"
"Amaryllidaceae"	""	"Allium canadense var. canadense"	""	" "	""
"Amaryllidaceae"	""	"Allium canadense subsp. ecristatum"	"(M.E. Jones) Traub & Ownbey"	"Pl. Life (Stanford) 23: 110"	"1967"
"Amaryllidaceae"	""	"Allium canadense var. ecristatum"	"(M.E. Jones) Ownbey"	"Res. Stud. State Coll. Wash. 18(4): 193"	"1950 [1951]"
