scientificName
Acalypha macrostachya Jacq.
Acalypha macrostachyoides Müll. Arg.
Acalypha melochiifolia Müll. Arg.
Acalypha mexicana Müll. Arg.
Acalypha michoacanensis Sessé & Moc.
Acalypha microcephala Müll. Arg.
Acalypha microphylla Klotzsch
Acalypha microstachya Benth.
Acalypha mollis Kunth
Acalypha monococca (Engelm. ex A. Gray) Lill. W. Mill. & Gandhi
Acalypha monostachya Cav.
Acalypha mortoniana Lundell
Acalypha muelleriana Urb.
Acalypha multiflora (Standl.) Radcl.-Sm.
Acalypha multispicata S. Watson
Acalypha neomexicana Müll. Arg.
Acalypha nubicola McVaugh
Acalypha ocymoides Kunth
Acalypha oligantha Müll. Arg.
Acalypha oligodonta Müll. Arg.
Acalypha oreopola Greenm.
Acalypha ostryifolia Riddell ex J.M. Coult.
Acalypha papillosa Rose
Acalypha persimilis Müll. Arg.
Acalypha phleoides Cav.
Acalypha pippenii McVaugh
Acalypha poiretii Spreng.
Acalypha polystachya Jacq.
Acalypha pseudalopecuroides Pax & K. Hoffm.
Acalypha pseudovagans Pax & K. Hoffm.
Acalypha purpurascens Kunth
Acalypha purpusii Brandegee
Acalypha radians Torr.
Acalypha radinostachya Donn. Sm.
Acalypha rafaelensis Standl.
Acalypha rhombifolia Schltdl.
Acalypha rhomboidea Raf.
Acalypha rhomboidea var. rhomboidea 
Acalypha sabulicola Brandegee
Acalypha salvadorensis Standl.
Acalypha saxicola Wiggins
Acalypha scandens Benth.
Acalypha schiedeana Schltdl.
Acalypha schlechtendaliana Müll. Arg.
Acalypha schlumbergeri Müll. Arg.
Acalypha seleriana Greenm.
Acalypha septemloba Müll. Arg.
Acalypha sessilifolia S. Watson
Acalypha setosa A. Rich.
Acalypha skutchii I.M. Johnst.
Acalypha subterranea P.G. Wilson
Acalypha subtomentosa Lag.
Acalypha synoica Pax & K. Hoffm.
Acalypha tacanensis Lundell
Acalypha tamaulipasensis Lundell
Acalypha tenuicauda Pax & K. Hoffm.
Acalypha trachyloba Müll. Arg.
Acalypha tricholoba Müll. Arg.
Acalypha trilaciniata P.G. Wilson
Acalypha triloba Müll. Arg.
Acalypha umbrosa Brandegee
Acalypha vagans Cav.
Acalypha vallartae McVaugh
Acalypha verbenacea Standl.
Acalypha veronicoides Pax
Acalypha villosa Jacq.
Acalypha virgata L.
Acalypha virginica L.
Acamptopappus shockleyi A. Gray
Acamptopappus sphaerocephalus (Harv. & A. Gray) A. Gray
Acamptopappus sphaerocephalus var. hirtellus S.F. Blake
Acamptopappus sphaerocephalus var. sphaerocephalus 
Acanthocereus baxaniensis (Karw.) Borg
Acanthocereus castellae (Sánchez-Mej.) Lodé
Acanthocereus chiapensis Bravo
Acanthocereus cuixmalensis (Sánchez-Mej.) Lodé
Acanthocereus fosterianus (Cutak) Lodé
Acanthocereus griseus Backeb.
Acanthocereus haackeanus Backeb. ex Lodé
Acanthocereus hirschtianus (K. Schum.) Lodé
Acanthocereus horridus Britton & Rose
Acanthocereus occidentalis Britton & Rose
Acanthocereus rosei (J.G. Ortega) Lodé
Acanthocereus subinermis Britton & Rose
Acanthocereus tepalcatepecanus (Sánchez-Mej.) Lodé
Acanthocereus tetragonus (L.) Hummelinck
Acanthochiton wrightii Torr.
Acanthogilia gloriosa (Brandegee) A.G. Day & Moran
Acanthomintha duttonii (Abrams) Jokerst
Acanthomintha ilicifolia A. Gray
Acanthomintha lanceolata Curran
Acanthomintha obovata Jeps.
Acanthorrhiza warscewiczii H. Wendl.
Acanthoscyphus parishii (Parry) Small
Acanthospermum australe (Loefl.) Kuntze
Acanthospermum hispidum DC.
Acanthospermum humile (Sw.) DC.
Acanthostachys strobilacea (Schult. f.) Link, Klotzsch & Otto
Acanthosyris annonagustata C. Ulloa & P. Jørg.
Acanthothamnus aphyllus (Schltdl.) Standl.
Acanthoxanthium spinosum (L.) Fourr.
Acca sellowiana (O. Berg) Burret
Acer binzayedii Y.L.Vargas-Rodr.
Acer brachypterum Wooton & Standl.
Acer campestre L.
Acer circinatum Pursh
Acer floridanum (Chapm.) Pax
Acer glabrum Torr.
Acer glabrum var. douglasii (Hook.) Dippel
Acer grandidentatum Nutt.
Acer leucoderme Small
Acer macrophyllum Pursh
Acer mexicanum A. Gray
Acer negundo L.
Acer negundo var. interius (Britton) Sarg.
Acer nigrum F. Michx.
Acer pensylvanicum L.
Acer platanoides L.
Acer pseudoplatanus L.
Acer rubrum L.
Acer rubrum fo. rubrum 
Acer rubrum var. rubrum 
Acer rubrum var. trilobum Torr. & A. Gray ex K. Koch
Acer saccharinum L.
Acer saccharophorum fo. angustilobatum Victorin & Rousseau
Acer saccharum Marshall
Acer saccharum fo. saccharum 
Acer saccharum var. saccharum 
Acer skutchii Rehder
Acer spicatum Lam.
Acerates angustifolia (Nutt.) Decne.
Acerates asperula Decne.
Acerates auriculata Engelm. ex Torr.
Acerates circinalis Decne.
Acerates delticola Small
Acerates hirtella Pennell
Acerates lanuginosa (Nutt.) Decne.
Acerates longifolia (Michx.) Elliott
Acerates pringlei Greenm.
Acerates vinosa E. Fourn.
Acerates viridiflora (Raf.) Eaton
Acerates viridiflora var. linearis A. Gray
Acetosella acetosella (L.) Small
Acetosella vulgaris (W.D.J. Koch) Fourr.
Achaetogeron chihuahuensis Larsen
Achaetogeron forreri Greene
Achaetogeron galeottii A. Gray
Achaetogeron griseus Greenm.
Achaetogeron guatemalensis (S.F. Blake) De Jong
Achaetogeron polycephalus Larsen
Achaetogeron pringlei Larsen
Achaetogeron subacaulis McVaugh
Achaetogeron versicolor Greenm.
Achaetogeron wislizenii A. Gray
Acharagma aguirreanum (Glass & R.A. Foster) Glass
Acharagma roseanum (Boed.) E.F. Anderson
Achatocarpus gracilis H. Walter
Achatocarpus nigricans Triana
Achatocarpus oaxacanus Standl.
Achatocarpus pubescens C.H. Wright
Achetaria scutellarioides (Benth.) Kuntze
Achillea alpina L.
Achillea aspleniifolia Vent.
Achillea borealis Bong.
Achillea lanulosa Nutt.
Achillea millefolium L.
Achillea millefolium var. parvula B. Boivin
Achillea ptarmica L.
Achillea sibirica Ledeb.
Achimenes admirabilis Wiehler
Achimenes antirrhina (DC.) C.V. Morton
Achimenes bella C.V. Morton
Achimenes brevifolia C.V. Morton
Achimenes candida Lindl.
Achimenes cettoana H.E. Moore
Achimenes dulcis C.V. Morton
Achimenes erecta (Lam.) H.P. Fuchs
Achimenes fimbriata (Hook.) Hend.
Achimenes flava C.V. Morton
Achimenes glabrata (Zucc.) Fritsch
Achimenes grandiflora (Schltdl.) DC.
Achimenes heterophylla (Mart.) DC.
Achimenes hintoniana Ram.-Roa & L.E. Skog
Achimenes ixtapaensis Beutelsp. & J. Mart.-Mel.
Achimenes longiflora DC.
Achimenes mexicana (Seem.) Benth. & Hook. f. ex Fritsch
Achimenes misera Lindl.
Achimenes nayaritensis L.E. Skog
Achimenes obscura C.V. Morton
Achimenes occidentalis C.V. Morton
Achimenes patens Benth.
Achimenes pedunculata Benth.
Achimenes saxicola (Brandegee) C.V. Morton
Achimenes skinneri Gordon & Lindl.
Achimenes warszewicziana (Regel) H.E. Moore
Achimenes woodii C.V. Morton
Achlys californica I. Fukuda & H.G. Baker
Achlys triphylla (Sm.) DC.
Achlys triphylla subsp. triphylla 
Achnatherum acutum (Swallen) Valdés-Reyna & Barkworth
Achnatherum altum (Swallen) Hoge & Barkworth
Achnatherum aridum (M.E. Jones) Barkworth
Achnatherum bracteatum (Swallen) Valdés-Reyna & Barkworth
Achnatherum constrictum (Hitchc.) Valdés-Reyna & Barkworth
Achnatherum contractum (B.L. Johnson) Barkworth
Achnatherum coronatum (Thurb.) Barkworth
Achnatherum curvifolium (Swallen) Barkworth
Achnatherum diegoense (Swallen) Barkworth
Achnatherum editorum (E. Fourn.) Valdés-Reyna & Barkworth
Achnatherum eminens (Cav.) Barkworth
Achnatherum hendersonii (Vasey) Barkworth
Achnatherum hirticulme (S.L. Hatch, Valdés-Reyna & Morden) Valdés-Reyna & Barkworth
Achnatherum hymenoides (Roem. & Schult.) Barkworth
Achnatherum latiglume (Swallen) Barkworth
Achnatherum lemmonii (Vasey) Barkworth
Achnatherum lemmonii subsp. lemmonii 
Achnatherum lettermanii (Vasey) Barkworth
Achnatherum lobatum (Swallen) Barkworth
Achnatherum multinode (Scribn. ex Beal) Valdés-Reyna & Barkworth
Achnatherum nelsonii (Scribn.) Barkworth
Achnatherum nelsonii subsp. dorei (Barkworth & J. Maze) Barkworth
Achnatherum nevadense (B.L. Johnson) Barkworth
Achnatherum occidentale (Thurb. ex S. Watson) Barkworth
Achnatherum occidentale subsp. occidentale 
Achnatherum occidentale subsp. pubescens (Vasey) Barkworth
Achnatherum parishii (Vasey) Barkworth
Achnatherum perplexum Hoge & Barkworth
Achnatherum pinetorum (M.E. Jones) Barkworth
Achnatherum richardsonii (Link) Barkworth
Achnatherum robustum (Vasey) Barkworth
Achnatherum scribneri (Vasey) Barkworth
Achnatherum stillmanii (Bol.) Barkworth
Achnatherum swallenii (C.L. Hitchc. & Spellenb.) Barkworth
Achnatherum thurberianum (Piper) Barkworth
Achnatherum wallowaense J. Maze & K. A. Robson
Achnatherum webberi (Thurb.) Barkworth
Achnatherum × bloomeri (Bol.) Barkworth
Achyrachaena mollis Schauer
Achyranthes aspera L.
Achyranthes calea Ibáñez
Achyranthes cordobensis Standl.
Achyranthes indica (L.) Mill.
Achyranthes laguroides Standl.
Achyranthes lanuginosa Nutt.
Achyranthes maritima (Mart.) Standl.
Achyranthes philoxeroides (Mart.) Standl.
Achyranthes polygonoides (L.) Lam.
Achyrocline deflexa B.L. Rob. & Greenm.
Achyrocline guerreroana G.L. Nesom
Achyrocline oaxacana G.L. Nesom
Achyrocline turneri G.L. Nesom
Achyrocline vargasiana DC.
Achyrocline ventosa Klatt
Achyronychia cooperi Torr. & A. Gray
Achyropappus anthemoides Kunth
Achyropappus depauperatus (S.F. Blake) B.L. Turner
Achyropappus queretarensis B.L. Turner
Aciachne acicularis Lægaard
Aciachne pulvinata Benth.
Acianthera aberrans (Luer) Pupulin & Bogarín
Acianthera angustifolia (Lindl.) Luer
Acianthera angustisepala (Ames & Correll) Pridgeon & M.W. Chase
Acianthera breedlovei Soto Arenas, Solano & Salazar
Acianthera butcheri (L.O. Williams) Pridgeon & M.W. Chase
Acianthera capillaris (Lindl.) Pridgeon & M.W. Chase
Acianthera chrysantha (Lindl.) Pridgeon & M.W. Chase
Acianthera circumplexa (Lindl.) Pridgeon & M.W. Chase
Acianthera cogniauxiana (Schltr.) Pridgeon & M.W. Chase
Acianthera costaricensis (Schltr.) Pupulin & Karremans
Acianthera crassilabia (Ames & C. Schweinf.) Luer
Acianthera decipiens (Ames & C. Schweinf.) Pridgeon & M.W. Chase
Acianthera ellipsophylla (L.O. Williams) Pridgeon & M.W. Chase
Acianthera eximia (L.O. Williams) Solano
Acianthera geminicaulina (Ames) Pridgeon & M.W. Chase
Acianthera greenwoodii Soto Arenas
Acianthera hartwegiifolia (H. Wendl. & Kraenzl.) Solano & Soto Arenas
Acianthera herrerae (Luer) Solano & Soto Arenas
Acianthera hondurensis (Ames) Pridgeon & M.W. Chase
Acianthera johnsonii (Ames) Pridgeon & M.W. Chase
Acianthera juxtaposita (Luer) Luer
Acianthera lanceana (Lodd. ex Lindl.) Pridgeon & M.W. Chase
Acianthera lepidota (L.O. Williams) Pridgeon & M.W. Chase
Acianthera lojae (Schltr.) Luer
Acianthera majakoluckae Soto Arenas & Solano
Acianthera obscura (A. Rich. & Galeotti) Pridgeon & M.W. Chase
Acianthera oscitans (Ames) Pridgeon & M.W. Chase
Acianthera pantasmi (Rchb. f.) Pridgeon & M.W. Chase
Acianthera pollardiana Solano
Acianthera pubescens (Lindl.) Pridgeon & M.W. Chase
Acianthera sicaria (Lindl.) Pridgeon & M.W. Chase
Acianthera sotoana Solano
Acianthera testifolia (Sw.) Solano
Acianthera tikalensis (Correll & C. Schweinf.) Pridgeon & M.W. Chase
Acianthera unguicallosa (Ames & C. Schweinf.) Solano
Acianthera verecunda (Schltr.) Pridgeon & M.W. Chase
Acianthera violacea (A. Rich. & Galeotti) Pridgeon & M.W. Chase
Acicarpha tribuloides Juss.
Acidocroton madrigalensis A.M. Hanan & V.W. Steinm.
Acidocroton spinosus (Standl.) G.L. Webster
Acidocroton steyermarkii (Standl.) G.L. Webster
Acidoton nicaraguensis (Hemsl.) G.L. Webster
Acineta barkeri (Bateman) Lindl.
Acineta densa Lindl. & Paxton
Acineta hagsateri Salazar & Soto Arenas
Acineta salazarii Soto Arenas
Acineta superba (Kunth) Rchb. f.
Acineta wrightii J. Fraser
Acinopetala adamsii (Luer) Luer
Aciotis indecora (Bonpl.) Triana
Aciotis purpurascens (Aubl.) Triana
Aciotis rubricaulis (Mart. ex DC.) Triana
Acisanthera bivalvis (Aubl.) Cogn.
Acisanthera crassipes (Naudin) Wurdack
Acisanthera erecta J. St.-Hil.
Acisanthera limnobios (DC.) Triana
Acisanthera nana Ule
Acisanthera quadrata Pers.
Acisanthera uniflora (Vahl) Gleason
Acleisanthes acutifolia Standl.
Acleisanthes angustifolia (Torr.) R.A. Levin
Acleisanthes anisophylla A. Gray
Acleisanthes chenopodioides (A. Gray) R.A. Levin
Acleisanthes crassifolia A. Gray
Acleisanthes lanceolata (Wooton) R.A. Levin
Acleisanthes longiflora A. Gray
Acleisanthes nana I.M. Johnst.
Acleisanthes obtusa (Choisy) Standl.
Acleisanthes palmeri (Hemsl.) R.A. Levin
Acleisanthes parvifolia (Torr.) R.A. Levin
Acleisanthes purpusiana (Heimerl) R.A. Levin
Acleisanthes undulata (B.A. Fowler & B.L. Turner) R.A. Levin
Acleisanthes wrightii (A. Gray) Benth. & Hook. f. ex Hemsl.
Acmella alba (L'Hér.) R.K. Jansen
Acmella brachyglossa Cass.
Acmella ciliata (Kunth) Cass.
Acmella decumbens var. decumbens 
Acmella filipes (Greenm.) R.K. Jansen
Acmella filipes var. cayensis R.K. Jansen
Acmella filipes var. parvifolia (Benth.) R.K. Jansen
Acmella lundellii R.K. Jansen
Acmella oppositifolia (Lam.) R.K. Jansen
Acmella oppositifolia var. repens (Walter) R.K. Jansen
Acmella paniculata (Wall. ex DC.) R.K. Jansen
Acmella papposa (Hemsl.) R.K. Jansen
Acmella papposa var. macrophylla (Greenm.) R.K. Jansen.
Acmella pilosa R.K. Jansen
Acmella poliolepidica (A.H. Moore) R.K. Jansen
Acmella pusilla (Hook. & Arn.) R.K. Jansen
Acmella radicans (Jacq.) R.K. Jansen
Acmella ramosa (Hemsl.) R.K. Jansen
Acmella repens (Walter) Rich.
Acmella uliginosa (Sw.) Cass.
Acmispon americanus (Nutt.) Rydb.
Acmispon brachycarpus (Benth.) D.D. Sokoloff
Acmispon grandiflorus (Benth.) Brouillet
Acmispon greenei (Wooton & Standl.) Brouillet
Acmispon haydonii (Orcutt) Brouillet
Acmispon heermannii (Durand & Hilg.) Brouillet
Acmispon nevadensis (S. Watson) Brouillet
Acmispon oroboides (Kunth) Brouillet
Acmispon prostratus (Nutt.) Brouillet
Acmispon rigidus (Benth.) Brouillet
Acmispon strigosus (Nutt.) Brouillet
Acmispon wrightii (A. Gray) Brouillet
Acnida altissima Riddell ex Moq.
Acnida altissima var. altissima 
Acnida altissima var. prostrata (Uline & W.L. Bray) Fernald
Acnida altissima var. subnuda (S. Watson) Fernald
Acnida australis A. Gray
Acnida cannabina L.
Acnida cuspidata Bertero ex Spreng.
Acnida floridana S. Watson
Acnida subnuda (S. Watson) Standl.
Acnistus arborescens (L.) Schltdl.
Acoelorraphe cookii Bartlett
Acoelorraphe pinetorum Bartlett
Acoelorraphe wrightii (Griseb. & H. Wendl.) H. Wendl. ex Becc.
Aconitum columbianum Nutt.
Aconitum columbianum var. columbianum 
Aconitum delphiniifolium DC.
Aconitum maximum Pall. ex DC.
Aconitum napellus L.
Aconitum reclinatum A. Gray
Aconitum uncinatum L.
Acontias wendlandii Schott
Acorus americanus (Raf.) Raf.
Acorus calamus L.
Acourtia aspera (Bacig.) Reveal & R.M. King
Acourtia bravohollisiana Rzed.
Acourtia butandae L. Cabrera
Acourtia caltepecana B.L. Turner
Acourtia carpholepis (A. Gray) Reveal & R.M. King
Acourtia carranzae R.L. Cabrera
Acourtia ciprianoi Panero & Villaseñor
Acourtia cordata (Cerv.) B.L. Turner
Acourtia coulteri (A. Gray) Reveal & R.M. King
Acourtia cuernavacana (B.L. Rob. & Greenm.) Reveal & R.M. King
Acourtia dieringeri L. Cabrera
Acourtia discolor Rzed.
Acourtia dissiticeps (Bacig.) Reveal & R.M. King
Acourtia dugesii (A. Gray) Reveal & King
Acourtia dugesii var. pilosula (Bacig.) Reveal & R.M. King
Acourtia durangensis B.L. Turner
Acourtia elizabethiae Rzed. & Calderón
Acourtia erioloma (S.F. Blake) Reveal & R.M. King
Acourtia fragrans Rzed.
Acourtia fruticosa (Lex.) B.L. Turner
Acourtia gentryi L. Cabrera
Acourtia glandulifera (D.L. Nash) B.L. Turner
Acourtia glomeriflora (A. Gray) Reveal & R.M. King
Acourtia gracilis L. Cabrera
Acourtia grandifolia (S. Watson) Reveal & R.M. King
Acourtia guatemalensis B.L. Turner
Acourtia hebeclada DC.
Acourtia hidalgoana B.L. Turner
Acourtia hondurana B.L. Turner
Acourtia hooveri (McVaugh) Reveal & R.M. King
Acourtia huajuapana B.L. Turner
Acourtia humboldtii (Less.) B.L. Turner
Acourtia intermedia R.L. Cabrera
Acourtia joaquinensis R.L. Cabrera
Acourtia lepidopoda (B.L. Rob.) Reveal & R.M. King
Acourtia lobulata (Bacig.) Reveal & R.M. King
Acourtia longifolia (S.F. Blake) Reveal & R.M. King
Acourtia lozanoi (Greenm.) Reveal & R.M. King
Acourtia macrocephala Sch. Bip.
Acourtia macvaughii B.L. Turner
Acourtia matudae Rzed.
Acourtia mexiae L. Cabrera
Acourtia mexicana (Lag. ex D. Don) H. Rob.
Acourtia michoacana (B.L. Rob.) Reveal & R.M. King
Acourtia microcephala DC.
Acourtia moctezumae Rzed. & Calderón
Acourtia molinana B.L. Turner
Acourtia moschata (Lex.) DC.
Acourtia nana (A. Gray) Reveal & R.M. King
Acourtia nelsonii (B.L. Rob.) Reveal & R.M. King
Acourtia nudicaulis (A. Gray) B.L. Turner
Acourtia nudiuscula (B.L. Rob.) B.L. Turner
Acourtia oaxacana L. Cabrera
Acourtia ovatifolia L. Cabrera
Acourtia oxylepis (A. Gray) Reveal & R.M. King
Acourtia palmeri (S. Watson) Reveal & R.M. King
Acourtia parryi (A. Gray) Reveal & R.M. King
Acourtia patens (A. Gray) Reveal & R.M. King
Acourtia pilulosa (Bacig.) B.L. Turner
Acourtia pinetorum (Brandegee) Reveal & R.M. King
Acourtia platyphylla (A. Gray) Reveal & R.M. King
Acourtia platyptera (B.L. Rob.) Reveal & R.M. King
Acourtia potosina R.L. Cabrera
Acourtia pringlei (B.L. Rob. & Greenm.) Reveal & R.M. King
Acourtia pulchella L. Cabrera
Acourtia purpusii (Brandegee) Reveal & R.M. King
Acourtia queretarana B.L. Turner
Acourtia reticulata (Lag. ex D. Don) Reveal & R.M. King
Acourtia reticulata var. maculata B.L. Turner
Acourtia rigida DC.
Acourtia runcinata (D. Don) B.L. Turner
Acourtia rzedowskii B.L. Turner
Acourtia scapiformis (Bacig.) B.L. Turner
Acourtia scaposa (S.F. Blake) B.L. Turner
Acourtia simulata (S.F. Blake) R.M. King & Reveal
Acourtia sinaloana B.L. Turner
Acourtia tenoriensis B.L. Turner
Acourtia thurberi (A. Gray) Reveal & R.M. King
Acourtia tomentosa (Brandegee) Reveal & R.M. King
Acourtia turbinata (Lex.) DC.
Acourtia umbratilis (B.L. Rob. & Greenm.) B.L. Turner
Acourtia venturae R.L. Cabrera
Acourtia veracruzana B.L. Turner
Acourtia wrightii (A. Gray) Reveal & R.M. King
Acourtia zacatecana B.L. Turner
Acroceras zizanioides (Kunth) Dandy
Acrocomia aculeata (Jacq.) Lodd. ex Mart.
Acrocomia belizensis L.H. Bailey
