corrected scientificName
Acalypha longispicata Müll.Arg.
Acalypha longistipularis Müll.Arg.
Acalypha macrostachya Jacq.
Acalypha macrostachyoides Müll.Arg.
Acalypha melochiifolia Müll.Arg.
Acalypha mexicana Müll.Arg.
Acalypha michoacanensis Sessé & Moc.
Acalypha microcephala Müll.Arg.
Acalypha microphylla Klotzsch
Acalypha mollis Kunth
Acalypha mollis Kunth
Acalypha monococca (Engelm. ex A.Gray) Lill.W.Mill. & Gandhi
Acalypha monostachya Cav.
Acalypha mortoniana Lundell
Acalypha muelleriana Urb.
Acalypha flagellata Millsp.
Acalypha multispicata S.Watson
Acalypha neomexicana Müll.Arg.
Acalypha nubicola McVaugh
Acalypha ocymoides Kunth
Acalypha oligantha Müll.Arg.
Acalypha oligodonta Müll.Arg.
Acalypha oreopola Greenm.
Acalypha persimilis Müll.Arg.
Acalypha papillosa Rose
Acalypha persimilis Müll.Arg.
Acalypha phleoides Cav.
Acalypha pippenii McVaugh
Acalypha poiretii Spreng.
Acalypha polystachya Jacq.
Acalypha pseudalopecuroides Pax & K.Hoffm.
Acalypha pseudovagans Pax & K.Hoffm.
Acalypha purpurascens Kunth
Acalypha purpusii Brandegee
Acalypha radians Torr.
Acalypha radinostachya Donn.Sm.
Acalypha rafaelensis Standl.
Acalypha rhombifolia Schltdl.
Acalypha rhomboidea Raf.
Acalypha rhomboidea Raf.
Acalypha sabulicola Brandegee
Acalypha salvadorensis Standl.
Acalypha saxicola Wiggins
Acalypha scandens Benth.
Acalypha schiedeana Schltdl.
Acalypha schlechtendaliana Müll.Arg.
Acalypha schlumbergeri Müll.Arg.
Acalypha seleriana Greenm.
Acalypha septemloba Müll.Arg.
Acalypha sessilifolia S.Watson
Acalypha setosa A.Rich.
Acalypha skutchii I.M.Johnst.
Acalypha subterranea Paul G.Wilson
Acalypha subtomentosa Lag.
Acalypha synoica Pax & K.Hoffm.
Acalypha tacanensis Lundell
Acalypha longipes S.Watson
Acalypha tenuicauda Pax & K.Hoffm.
Acalypha trachyloba Müll.Arg.
Acalypha tricholoba Müll.Arg.
Acalypha trilaciniata Paul G.Wilson
Acalypha triloba Müll.Arg.
Acalypha umbrosa Brandegee
Acalypha vagans Cav.
Acalypha vallartae McVaugh
Acalypha verbenacea Standl.
Acalypha veronicoides Pax & K.Hoffm.
Acalypha villosa Jacq.
Acalypha virgata L.
Acalypha virginica L.
Acamptopappus shockleyi A.Gray
Acamptopappus sphaerocephalus A.Gray
Acamptopappus sphaerocephalus var. hirtellus S.F.Blake
Acanthocereus tetragonus (L.) Hummelinck
Acanthocereus castellae (Sánchez-Mej.) Lodé
Acanthocereus chiapensis Bravo
Acanthocereus cuixmalensis (Sánchez-Mej.) Lodé
Acanthocereus fosterianus (Cutak) Lodé
Acanthocereus chiapensis Bravo
Acanthocereus haackeanus Backeb. ex Lodé
Acanthocereus hirschtianus (K.Schum.) Lodé
Acanthocereus tetragonus (L.) Hummelinck
Acanthocereus tetragonus (L.) Hummelinck
Acanthocereus rosei (J.G.Ortega) Lodé
Acanthocereus tetragonus (L.) Hummelinck
Acanthocereus tepalcatepecanus (Sánchez-Mej.) Lodé
Acanthocereus tetragonus (L.) Hummelinck
Amaranthus acanthochiton J.D.Sauer
Acanthogilia gloriosa (Brandegee) A.Day & R.C.Moran
Acanthomintha duttonii (Abrams) Jokerst
Acanthomintha ilicifolia A.Gray
Acanthomintha lanceolata Curran
Acanthomintha obovata Jeps.
Acanthoscyphus parishii (Parry) Small
Acanthospermum australe (Loefl.) Kuntze
Acanthospermum hispidum DC.
Acanthospermum humile (Sw.) DC.
Acanthostachys strobilacea (Schult. & Schult.f.) Klotzsch
Acanthosyris annonagustata C.Ulloa & P.M.Jørg.
Acanthothamnus aphyllus (Schltdl.) Standl.
Xanthium spinosum subsp. spinosum
Feijoa sellowiana (O.Berg) O.Berg
Acer binzayedii Y.L.Vargas-Rodr.
Acer grandidentatum Nutt.
Acer campestre L.
Acer circinatum Pursh
Acer saccharum subsp. floridanum (Chapm.) Desmarais
Acer glabrum Torr.
Acer glabrum var. douglasii (Hook.) Dippel
Acer grandidentatum Nutt.
Acer saccharum subsp. leucoderme (Small) Desmarais
Acer macrophyllum Pursh
Acer grandidentatum Nutt.
Acer negundo L.
Acer negundo var. interior (Britton) Sarg.
Acer saccharum subsp. nigrum (F.Michx.) Desmarais
Acer pensylvanicum L.
Acer platanoides L.
Acer pseudoplatanus L.
Acer rubrum L.
Acer rubrum L.
Acer rubrum L.
Acer rubrum L.
Acer saccharinum L.
Acer saccharum Marshall
Acer saccharum Marshall
Acer skutchii Rehder
Acer spicatum Lam.
Asclepias stenophylla A.Gray
Asclepias asperula (Decne.) Woodson
Asclepias engelmanniana Woodson
Asclepias circinalis (Decne.) Woodson
Asclepias longifolia Michx.
Asclepias hirtella (Pennell) Woodson
Asclepias lanuginosa Nutt.
Asclepias longifolia Michx.
Asclepias pringlei (Greenm.) Woodson
Asclepias vinosa (E.Fourn.) Woodson
Asclepias viridiflora Raf.
Asclepias linearis Scheele
Rumex acetosella L.
Rumex acetosella L.
Erigeron versicolor (Greenm.) G.L.Nesom
Erigeron forreri (Greene) Greene
Erigeron galeottii (A.Gray ex Hemsl.) Greene
Erigeron griseus (Greenm.) G.L.Nesom
Erigeron guatemalensis (S.F.Blake) G.L.Nesom
Erigeron polycephalus (Larsen) G.L.Nesom
Erigeron oreophilus Greenm.
Erigeron subacaulis (McVaugh) G.L.Nesom
Erigeron versicolor (Greenm.) G.L.Nesom
Erigeron wislizeni (A.Gray) Greene
Acharagma aguirreanum (Glass & R.A.Foster) Glass
Acharagma roseanum (Boed.) E.F.Anderson
Achatocarpus gracilis H.Walter
Achatocarpus nigricans Triana
Achatocarpus oaxacanus Standl.
Achatocarpus pubescens C.H.Wright
Achetaria scutellarioides (Benth.) Wettst.
Achillea alpina L.
Achillea aspleniifolia Vent.
Achillea millefolium L.
Achillea millefolium L.
Achillea millefolium L.
Achillea millefolium L.
Achillea ptarmica L.
Achillea alpina subsp. alpina
Achimenes admirabilis Wiehler
Achimenes antirrhina (DC.) C.V.Morton
Eucodonia verticillata (M.Martens & Galeotti) Wiehler
Achimenes brevifolia C.V.Morton
Achimenes candida Lindl.
Achimenes cettoana H.E.Moore
Achimenes dulcis C.V.Morton
Achimenes erecta (Lam.) H.P.Fuchs
Achimenes fimbriata Rose ex C.V.Morton
Achimenes flava C.V.Morton
Achimenes glabrata (Zucc.) Fitzg.
Achimenes grandiflora (Schiede) DC.
Achimenes heterophylla (Mart.) DC.
Achimenes hintoniana Ram.-Roa & L.E.Skog
Achimenes ixtapaensis Beutelsp. & J.Mart.-Mel.
Achimenes longiflora DC.
Achimenes mexicana (Seem.) Benth. & Hook.f. ex Fritsch
Achimenes misera Lindl.
Achimenes nayaritensis L.E.Skog
Achimenes obscura C.V.Morton
Achimenes occidentalis C.V.Morton
Achimenes patens Benth.
Achimenes pedunculata Benth.
Achimenes candida Lindl.
Achimenes skinneri Gordon ex Lindl.
Achimenes misera Lindl.
Achimenes woodii C.V.Morton
Achlys californica Fukuda & H.Baker
Achlys triphylla DC.
Achlys triphylla DC.
Pseudoeriocoma acuta (Swallen) Romasch.
Eriocoma alta (Swallen) Romasch.
Eriocoma arida (M.E.Jones) Romasch.
Eriocoma bracteata (Swallen) Romasch.
Pseudoeriocoma constricta (Hitchc.) Romasch.
Eriocoma contracta (B.L.Johnson) Romasch.
Eriocoma coronata (Thurb.) Romasch.
Eriocoma curvifolia (Swallen) Romasch.
Thorneochloa diegoensis (Swallen) Romasch.
Pseudoeriocoma editorum (E.Fourn.) Romasch.
Pseudoeriocoma eminens (Cav.) Romasch.
Eriocoma hendersonii (Vasey) Romasch.
Pseudoeriocoma hirticulmis (S.L.Hatch, Valdés-Reyna & Morden) Romasch.
Eriocoma hymenoides (Roem. & Schult.) Rydb.
Eriocoma latiglumis (Swallen) Romasch.
Eriocoma lemmonii (Vasey) Romasch.
Eriocoma lettermanii (Vasey) Romasch.
Eriocoma lobata (Swallen) Romasch.
Pseudoeriocoma multinodis (Scribn. ex Beal) Romasch.
Eriocoma nelsonii (Scribn.) Romasch.
Eriocoma nelsonii subsp. dorei (Barkworth & J.R.Maze) Romasch.
Eriocoma nevadensis (B.L.Johnson) Romasch.
Eriocoma occidentalis (Thurb. ex S.Watson) Romasch.
Eriocoma occidentalis subsp. pubescens (Vasey) Romasch.
Eriocoma parishii (Vasey) Romasch.
Eriocoma perplexa (Hoge & Barkworth) Romasch.
Eriocoma pinetorum (M.E.Jones) Romasch.
Eriocoma richardsonii (Link) Romasch.
Eriocoma robusta (Vasey) Romasch.
Eriocoma scribneri (Vasey) Romasch.
Barkworthia stillmanii (Bol.) Romasch., P.M.Peterson & Soreng
Eriocoma swallenii (C.L.Hitchc. & Spellenb.) Romasch.
Eriocoma thurberiana (Piper) Romasch.
Eriocoma wallowaensis (J.R.Maze & K.A.Robson) Romasch.
Eriocoma webberi Thurb.
Eriocoma × bloomeri (Bol.) Romasch.
Achyrachaena mollis Schauer
Iresine latifolia (M.Martens & Galeotti) Benth. & Hook.f.
Alternanthera cordobensis (Standl.) Standl.
Achyranthes aspera var. indica L.
Alternanthera laguroides (Standl.) Standl.
Tidestromia lanuginosa (Nutt.) Standl.
Alternanthera littoralis P.Beauv.
Alternanthera philoxeroides (Mart.) Griseb.
Alternanthera sessilis (L.) R.Br. ex DC.
Achyrocline deflexa B.L.Rob. & Greenm.
Achyrocline guerreroana G.L.Nesom
Achyrocline oaxacana G.L.Nesom
Achyrocline vargasiana DC.
Achyrocline vargasiana DC.
Achyrocline ventosa Klatt
Achyronychia cooperi A.Gray
Achyropappus anthemoides Kunth
Achyropappus depauperatus (S.F.Blake) B.L.Turner
Achyropappus queretarensis B.L.Turner
Aciachne acicularis Laegaard
Aciachne pulvinata Benth.
Acianthera aberrans (Luer) Pupulin & Bogarín
Acianthera angustifolia (Lindl.) Luer
Acianthera angustisepala (Ames & Correll) Pridgeon & M.W.Chase
Acianthera breedlovei Soto Arenas, Solano & Salazar
Acianthera butcheri (L.O.Williams) Pridgeon & M.W.Chase
Acianthera capillaris (Lindl.) Pridgeon & M.W.Chase
Acianthera chrysantha (Lindl.) Pridgeon & M.W.Chase
Acianthera circumplexa (Lindl.) Pridgeon & M.W.Chase
Acianthera cogniauxiana (Schltr.) Pridgeon & M.W.Chase
Acianthera costaricensis (Schltr.) Pupulin & Karremans
Acianthera crassilabia (Ames & C.Schweinf.) Luer
Acianthera decipiens (Ames & C.Schweinf.) Pridgeon & M.W.Chase
Acianthera ellipsophylla (L.O.Williams) Pridgeon & M.W.Chase
Acianthera eximia (L.O.Williams) Solano
Acianthera geminicaulina (Ames) Pridgeon & M.W.Chase
Acianthera greenwoodii Soto Arenas
Acianthera hartwegiifolia (H.Wendl. & Kraenzl.) Solano & Soto Arenas
Acianthera herrerae (Luer) Solano & Soto Arenas
Acianthera hondurensis (Ames) Pridgeon & M.W.Chase
Acianthera johnsonii (Ames) Pridgeon & M.W.Chase
Acianthera juxtaposita (Luer) Luer
Acianthera langeana (Kraenzl.) Pridgeon & M.W.Chase
Acianthera lepidota (L.O.Williams) Pridgeon & M.W.Chase
Acianthera lojae (Schltr.) Luer
Acianthera majakoluckae Soto Arenas & Solano
Acianthera obscura (A.Rich. & Galeotti) Pridgeon & M.W.Chase
Acianthera oscitans (Ames) Pridgeon & M.W.Chase
Acianthera pantasmi (Rchb.f.) Pridgeon & M.W.Chase
Acianthera pollardiana Solano
Acianthera pubescens (Lindl.) Pridgeon & M.W.Chase
Acianthera sicaria (Lindl.) Pridgeon & M.W.Chase
Acianthera sotoana Solano
Acianthera testifolia (Sw.) Solano
Acianthera tikalensis (Correll & C.Schweinf.) Pridgeon & M.W.Chase
Acianthera unguicallosa (Ames & C.Schweinf.) Solano
Acianthera verecunda (Schltr.) Pridgeon & M.W.Chase
Acianthera violacea (A.Rich. & Galeotti) Pridgeon & M.W.Chase
Acicarpha tribuloides Juss.
Acidocroton madrigalensis Hanan-Alipi & V.W.Steinm.
Ophellantha spinosa Standl.
Ophellantha steyermarkii Standl.
Gitara nicaraguensis (Hemsl.) Card.-McTeag. & L.J.Gillespie
Acineta barkeri (Bateman) Lindl.
Acineta densa Lindl.
Acineta hagsateri Salazar & Soto Arenas
Acineta salazarii Soto Arenas
Acineta superba (Kunth) Rchb.f.
Lacaena bicolor Lindl.
Masdevallia adamsii Luer
Aciotis purpurascens (Aubl.) Triana
Aciotis rubricaulis (Mart. ex DC.) Triana
Noterophila bivalvis (Aubl.) Kriebel & M.J.Rocha
Noterophila crassipes (Naudin) Kriebel & M.J.Rocha
Macairea lasiophylla (Benth.) Wurdack
Noterophila limnobios (DC.) Mart.
Noterophila nana (Ule) Kriebel & M.J.Rocha
Acisanthera quadrata Juss. ex Poir.
Acisanthera uniflora (Vahl) Gleason
Acleisanthes acutifolia Standl.
Acleisanthes angustifolia (Torr.) R.A.Levin
Acleisanthes anisophylla A.Gray
Acleisanthes chenopodioides (A.Gray) R.A.Levin
Acleisanthes crassifolia A.Gray
Acleisanthes lanceolata (Wooton) R.A.Levin
Acleisanthes longiflora A.Gray
Acleisanthes nana I.M.Johnst.
Acleisanthes obtusa (Choisy) Standl.
Acleisanthes palmeri (Hemsl.) R.A.Levin
Acleisanthes parvifolia (Torr.) R.A.Levin
Acleisanthes purpusiana (Heimerl) R.A.Levin
Acleisanthes undulata (B.A.Fowler & B.L.Turner) R.A.Levin
Acleisanthes wrightii (A.Gray) Benth. & Hook.f. ex Hemsl.
Acmella alba (L'Hér.) R.K.Jansen
Acmella brachyglossa Cass.
Acmella ciliata (Kunth) Cass.
Acmella filipes (Greenm.) R.K.Jansen
Acmella filipes (Greenm.) R.K.Jansen
Acmella filipes (Greenm.) R.K.Jansen
Acmella lundellii R.K.Jansen
Heliopsis buphthalmoides (Jacq.) Dunal
Acmella repens (Walter) Rich.
Acmella paniculata (Wall. ex DC.) R.K.Jansen
Acmella papposa (Hemsl.) R.K.Jansen
Acmella papposa (Hemsl.) R.K.Jansen
Acmella pilosa R.K.Jansen
Acmella poliolepidica (A.H.Moore) R.K.Jansen
Acmella pusilla (Hook. & Arn.) R.K.Jansen
Acmella radicans (Jacq.) R.K.Jansen
Acmella ramosa (Hemsl.) R.K.Jansen
Acmella repens (Walter) Rich.
Acmella uliginosa (Sw.) Cass.
Acmispon americanus (Nutt.) Rydb.
Acmispon brachycarpus (Benth.) D.D.Sokoloff
Acmispon grandiflorus (Benth.) Brouillet
Acmispon greenei (Ottley) Brouillet
Acmispon haydonii (Orcutt) Brouillet
Acmispon tomentosus var. glabriusculus (Hook. & Arn.) Govaerts
Acmispon decumbens var. decumbens
Acmispon oroboides (Kunth) Brouillet
Acmispon prostratus (Nutt.) Brouillet
Acmispon rigidus (Benth.) Brouillet
Acmispon strigosus (Greene) D.W.Taylor
Acmispon wrightii (A.Gray) Brouillet
Amaranthus tuberculatus (Moq.) J.D.Sauer
Amaranthus tuberculatus (Moq.) J.D.Sauer
Amaranthus tuberculatus (Moq.) J.D.Sauer
Amaranthus tuberculatus (Moq.) J.D.Sauer
Amaranthus australis (A.Gray) J.D.Sauer
Amaranthus cannabinus (L.) J.D.Sauer
Amaranthus australis (A.Gray) J.D.Sauer
Amaranthus floridanus (S.Watson) J.D.Sauer
Amaranthus tuberculatus (Moq.) J.D.Sauer
Iochroma arborescens (L.) J.M.H.Shaw
Brahea salvadorensis H.Wendl. ex Becc.
Acoelorraphe wrightii (Griseb. & H.Wendl.) H.Wendl. ex Becc.
Acoelorraphe wrightii (Griseb. & H.Wendl.) H.Wendl. ex Becc.
Aconitum columbianum Nutt.
Aconitum delphiniifolium DC.
Aconitum maximum Pall. ex DC.
Aconitum napellus L.
Aconitum reclinatum A.Gray
Aconitum uncinatum L.
Xanthosoma wendlandii (Schott) Standl.
Acorus calamus var. americanus Raf.
Acorus calamus L.
Acourtia purpusii (Brandegee) Reveal & R.M.King
Acourtia bravohollisiana Rzed.
Acourtia butandae L.Cabrera
Acourtia caltepecana B.L.Turner
Acourtia carpholepis (A.Gray) Reveal & R.M.King
Acourtia carranzae L.Cabrera
Acourtia ciprianoi Panero & Villaseñor
Acourtia cordata (Cerv.) B.L.Turner
Acourtia coulteri (A.Gray) Reveal & R.M.King
Acourtia cuernavacana (B.L.Rob. & Greenm.) Reveal & R.M.King
Acourtia dieringeri L.Cabrera
Acourtia discolor Rzed.
Acourtia dissiticeps (Bacig.) Reveal & R.M.King
Acourtia dugesii (A.Gray) Reveal & R.M.King
Acourtia pilulosa (Bacig.) B.L.Turner
Acourtia durangensis B.L.Turner
Acourtia elizabethiae Rzed. & Calderón
Acourtia erioloma (S.F.Blake) Reveal & R.M.King
Acourtia fragrans Rzed.
Acourtia fruticosa (La Llave & Lex.) B.L.Turner
Acourtia gentryi L.Cabrera
Acourtia glandulifera (D.L.Nash) B.L.Turner
Acourtia glomeriflora (A.Gray) Reveal & R.M.King
Acourtia gracilis L.Cabrera
Acourtia grandifolia (S.Watson) Reveal & R.M.King
Acourtia guatemalensis B.L.Turner
Acourtia cordata (Cerv.) B.L.Turner
Acourtia hidalgoana B.L.Turner
Acourtia hondurana B.L.Turner
Acourtia hooveri (McVaugh) Reveal & R.M.King
Acourtia huajuapana B.L.Turner
Acourtia humboldtii (Less.) B.L.Turner
Acourtia intermedia L.Cabrera
Acourtia joaquinensis L.Cabrera
Acourtia lepidopoda (B.L.Rob.) Reveal & R.M.King
Acourtia lobulata (Bacig.) Reveal & R.M.King
Acourtia longifolia (S.F.Blake) Reveal & R.M.King
Acourtia lozanoi (Greenm.) Reveal & R.M.King
Acourtia macrocephala Sch.Bip.
Acourtia macvaughii B.L.Turner
Acourtia matudae Rzed.
Acourtia mexiae L.Cabrera
Acourtia mexicana (D.Don) H.Rob.
Acourtia michoacana (B.L.Rob.) Reveal & R.M.King
Acourtia microcephala DC.
Acourtia moctezumae Rzed. & Calderón
Acourtia molinana B.L.Turner
Acourtia moschata DC.
Acourtia nana (A.Gray) Reveal & R.M.King
Acourtia nelsonii (B.L.Rob.) Reveal & R.M.King
Acourtia nudicaulis (A.Gray) B.L.Turner
Acourtia nudiuscula (B.L.Rob.) B.L.Turner
Acourtia oaxacana L.Cabrera
Acourtia ovatifolia L.Cabrera
Acourtia oxylepis (A.Gray) Reveal & R.M.King
Acourtia palmeri (S.Watson) Reveal & R.M.King
Acourtia parryi (A.Gray) Reveal & R.M.King
Acourtia patens (A.Gray) Reveal & R.M.King
Acourtia pilulosa (Bacig.) B.L.Turner
Acourtia pinetorum (Brandegee) Reveal & R.M.King
Acourtia platyphylla (A.Gray) Reveal & R.M.King
Acourtia platyptera (B.L.Rob.) Reveal & R.M.King
Acourtia potosina L.Cabrera
Acourtia pringlei (B.L.Rob. & Greenm.) Reveal & R.M.King
Acourtia pulchella L.Cabrera
Acourtia purpusii (Brandegee) Reveal & R.M.King
Acourtia dugesii var. queretarana (B.L.Turner) Villarreal & A.E.Estrada
Acourtia reticulata (Lag. ex D.Don) Reveal & R.M.King
Acourtia reticulata (Lag. ex D.Don) Reveal & R.M.King
Acourtia fruticosa (La Llave & Lex.) B.L.Turner
Acourtia runcinata (D.Don) B.L.Turner
Acourtia rzedowskii B.L.Turner
Acourtia scapiformis (Bacig.) B.L.Turner
Acourtia scaposa (S.F.Blake) B.L.Turner
Acourtia simulata (S.F.Blake) Reveal & R.M.King
Acourtia sinaloana B.L.Turner
Acourtia tenoriensis B.L.Turner
Acourtia thurberi (A.Gray) Reveal & R.M.King
Acourtia tomentosa (Brandegee) Reveal & R.M.King
Acourtia turbinata (La Llave & Lex.) Reveal & R.M.King
Acourtia umbratalis (B.L.Rob. & Greenm.) B.L.Turner
Acourtia venturae L.Cabrera
Acourtia dugesii var. veracruzana (B.L.Turner) Villarreal & A.E.Estrada
Acourtia wrightii (A.Gray) Reveal & R.M.King
Acourtia zacatecana B.L.Turner
Acroceras zizanioides (Kunth) Dandy
Acrocomia aculeata (Jacq.) Lodd. ex R.Keith
