Family	!	Scientific Name	Author	Reference	Date
"Acanthaceae"	"!!"	"Acanthaceae"	"Juss."	"Gen. Pl. 102–103"	"1789"
"Actinidiaceae"	"!!"	"Actinidiaceae"	"Engl. & Gilg"	"Syllabus (ed. 9 & 10) 279"	"1924"
"Aizoaceae"	"!!"	"Aizoaceae"	"Martinov"	"Tekhno-Bot. Slovar. 15"	"1820"
"Alismataceae"	"!!"	"Alismataceae"	"Vent."	"Tabl. Regn. Veg. 2: 157"	"1799"
"Amaranthaceae"	"!!"	"Amaranthaceae"	"Juss."	"Gen. Pl. 87–88"	"1789"
"Amaryllidaceae"	"!!"	"Amaryllidaceae"	"J. St.-Hil."	"Expos. Fam. Nat. 1: 134"	"1805"
"Anacardiaceae"	"!!"	"Anacardiaceae"	"R. Br."	"Narr. Exped. Zaire 431"	"1818"
"Annonaceae"	"!!"	"Annonaceae"	"Juss."	"Gen. Pl. 283"	"1789"
"Apiaceae"	"!!"	"Apiaceae"	"Lindl."	"Intr. Nat. Syst. Bot. (ed. 2) 21"	"1836"
"Apocynaceae"	"!!"	"Apocynaceae"	"Juss."	"Gen. Pl. 143–144"	"1789"
"Aquifoliaceae"	"!!"	"Aquifoliaceae"	"Bercht. & J. Presl"	"Přir. Rostlin 2(110): 440, 438"	"1825"
"Araceae"	"!!"	"Araceae"	"Juss."	"Gen. Pl. 23"	"1789"
"Araliaceae"	"!!"	"Araliaceae"	"Juss."	"Gen. Pl. 217"	"1789"
"Arecaceae"	"!!"	"Arecaceae"	"Bercht. & J. Presl"	"Prir. Rostlin 266"	"1820"
"Aspleniaceae"	"!"	"Aspleniaceae"	"Newman"	"Hist. Brit. Ferns 6"	"1840"
"Asteraceae"	"!!"	"Asteraceae"	"Bercht. & J. Presl"	"Prir. Rostlin 254"	"1820"
"Balanophoraceae"	"!!"	"Balanophoraceae"	"Rich."	"Mém. Mus. Hist. Nat. 8: 429"	"1822"
"Begoniaceae"	"!!"	"Begoniaceae"	"C. Agardh"	"Aphor. Bot. 200"	"1824"
"Berberidaceae"	"!!"	"Berberidaceae"	"Juss."	"Gen. Pl. 286"	"1789"
"Bignoniaceae"	"!!"	"Bignoniaceae"	"Juss."	"Gen. Pl. 137"	"1789"
"Boraginaceae"	"!!"	"Boraginaceae"	"Juss."	"Gen. Pl. 128"	"1789"
"Brassicaceae"	"!!"	"Brassicaceae"	"Burnett"	"Outlines Bot. 854, 1093, 1123"	"1835"
"Bromeliaceae"	"!!"	"Bromeliaceae"	"Juss."	"Gen. Pl. 49–50"	"1789"
"Brunelliaceae"	"!!"	"Brunelliaceae"	"Engl."	"Nat. Pflanzenfam. 1: 182"	"1897"
"Burmanniaceae"	"!!"	"Burmanniaceae"	"Blume"	"Enum. Pl. Javae 27"	"1827"
"Burseraceae"	"!!"	"Burseraceae"	"Kunth"	"Ann. Sci. Nat. (Paris) 2: 346"	"1824"
"Cactaceae"	"!!"	"Cactaceae"	"Juss."	"Gen. Pl. 310"	"1789"
"Campanulaceae"	"!!"	"Campanulaceae"	"Juss."	"Gen. Pl. 163"	"1789"
"Canellaceae"	"!!"	"Canellaceae"	"Mart."	"Nov. Gen. Sp. Pl. 3: 168, 170"	"1832"
"Cannaceae"	"!!"	"Cannaceae"	"Juss."	"Gen. Pl. 62"	"1789"
"Capparaceae"	"!!"	"Capparaceae"	"Juss."	"Gen. Pl. 242"	"1789"
"Caprifoliaceae"	"!!"	"Caprifoliaceae"	"Juss."	"Gen. Pl. 210–211"	"1789"
"Caricaceae"	"!!"	"Caricaceae"	"Dumort."	"Anal. Fam. Pl. 37, 42"	"1829"
"Caryocaraceae"	"!!"	"Caryocaraceae"	"Voigt"	"Hort. Suburb. Calcutt. 88"	"1845"
"Caryophyllaceae"	"!!"	"Caryophyllaceae"	"Juss."	"Gen. Pl. 299"	"1789"
"Celastraceae"	"!!"	"Celastraceae"	"R. Br."	"Voy. Terra Austral. 2: 554"	"1814"
"Ceratophyllaceae"	"!!"	"Ceratophyllaceae"	"Gray"	"Nat. Arr. Brit. Pl. 2: 395, 554"	"1822"
"Chrysobalanaceae"	"!!"	"Chrysobalanaceae"	"R. Br."	"Narr. Exped. Zaire 433"	"1818"
"Clusiaceae"	"!!"	"Clusiaceae"	"Lindl."	"Intr. Nat. Syst. Bot. (ed. 2) 74"	"1836"
"Combretaceae"	"!!"	"Combretaceae"	"R. Br."	"Prodr. 351"	"1810"
"Commelinaceae"	"!!"	"Commelinaceae"	"Mirb."	"Hist. Nat. Pl. 8: 177"	"1804"
"Connaraceae"	"!!"	"Connaraceae"	"R. Br."	"Narr. Exped. Zaire 431"	"1818"
"Convolvulaceae"	"!!"	"Convolvulaceae"	"Juss."	"Gen. Pl. 132"	"1789"
"Crassulaceae"	"!!"	"Crassulaceae"	"J. St.-Hil."	"Expos. Fam. Nat. 2: 123"	"1805"
"Cucurbitaceae"	"!!"	"Cucurbitaceae"	"Juss."	"Gen. Pl. 393–394"	"1789"
"Cunoniaceae"	"!!"	"Cunoniaceae"	"R. Br."	"Voy. Terra Austral. 2: 548"	"1814"
"Cyatheaceae"	"!"	"Cyatheaceae"	"Kaulf."	"Wesen Farrenkr. 119"	"1827"
"Cyclanthaceae"	"!!"	"Cyclanthaceae"	"Poit. ex A. Rich."	"Dict. Class. Hist. Nat. 5: 222"	"1824"
"Cyperaceae"	"!!"	"Cyperaceae"	"Juss."	"Gen. Pl. 26"	"1789"
"Cyrillaceae"	"!!"	"Cyrillaceae"	"Lindl."	"Veg. Kingd. 445"	"1846"
"Dennstaedtiaceae"	"!"	"Dennstaedtiaceae"	"Lotsy"	"Vortr. Bot. Stammesgesch. 2: 655"	"1909"
"Dichapetalaceae"	"!!"	"Dichapetalaceae"	"Baill."	"Fl. Bras. 12(1): 365"	"1886"
"Dicksoniaceae"	"!!"	"Dicksoniaceae"	"M.R. Schomb."	"Reis. Br.-Guiana 3: 1047"	"1848 [1849]"
"Dilleniaceae"	"!!"	"Dilleniaceae"	"Salisb."	"Parad. Lond. sub t. 73"	"1806 [1807]"
"Dioscoreaceae"	"!!"	"Dioscoreaceae"	"R. Br."	"Prodr. 294"	"1810"
"Dryopteridaceae"	"!!"	"Dryopteridaceae"	"Herter"	"Revista Sudamer. Bot. 9(1): 15"	"1949"
"Ebenaceae"	"!!"	"Ebenaceae"	"Gürke"	"Nat. Pflanzenfam. 4(1): 153"	"1891"
"Ehretiaceae"	"!!"	"Ehretiaceae"	"Mart."	"Nov. Gen. Sp. Pl. 2: 136, 138"	"1827"
"Elaeocarpaceae"	"!!"	"Elaeocarpaceae"	"Juss."	"Essai Propr. Méd. Pl. 87"	"1816"
"Ericaceae"	"!!"	"Ericaceae"	"Juss."	"Gen. Pl. 159–160"	"1789"
"Eriocaulaceae"	"!!"	"Eriocaulaceae"	"Martinov"	"Tekhno-Bot. Slovar. 237"	"1820"
"Erythroxylaceae"	"!!"	"Erythroxylaceae"	"Kunth"	"Nov. Gen. Sp. (quarto ed.) 5: 175"	"1822"
"Euphorbiaceae"	"!!"	"Euphorbiaceae"	"Juss."	"Gen. Pl. 384–385"	"1789"
"Fabaceae"	"!!"	"Fabaceae"	"Lindl."	"Intr. Nat. Syst. Bot. (ed. 2) 148"	"1836"
"Fagaceae"	"!!"	"Fagaceae"	"Dumort."	"Anal. Fam. Pl. 11, 12"	"1829"
"Gentianaceae"	""	"Gentianaceae"	"Juss."	"Gen. Pl. 141"	"1789"
"Gesneriaceae"	""	"Gesneriaceae"	"Rich. & Juss."	"Essai Propr. Méd. Pl., ed. 2 192"	"1816"
"Gleicheniaceae"	"!"	"Gleicheniaceae"	"C. Presl"	"Reliq. Haenk. 1: 70"	"1825"
"Grammitidaceae"	"!"	"Grammitidaceae"	"Newman"	"Hist. Brit. Ferns 7"	"1840"
"Haemodoraceae"	"!!"	"Haemodoraceae"	"R. Br."	"Prodr. 299"	"1810"
"Heliconiaceae"	""	"Heliconiaceae"	"Nakai"	"J. Jap. Bot. 17: 201"	"1941"
"Hernandiaceae"	"!!"	"Hernandiaceae"	"Blume"	"Bijdr. Fl. Ned. Ind. (11): 550"	"1825 [1826]"
"Humiriaceae"	"!!"	"Humiriaceae"	"A. Juss."	"Fl. Bras. Merid. (quarto ed.) 2(13): 87"	"1829"
"Hydrophyllaceae"	"!!"	"Hydrophyllaceae"	"R. Br."	"Bot. Reg. 3: sub t. 242"	"1817"
"Hymenophyllaceae"	"!"	"Hymenophyllaceae"	"Mart."	"Consp. Regn. Veg. 3"	"1835"
"Icacinaceae"	""	"Icacinaceae"	"Miers"	"Ann. Mag. Nat. Hist., ser. 2, 8: 174"	"1851"
"Iridaceae"	"!!"	"Iridaceae"	"Juss."	"Gen. Pl. 57"	"1789"
"Juglandaceae"	"!!"	"Juglandaceae"	"DC. ex Perleb"	"Vers. Arzneikr. Pfl. 143"	"1818"
"Juncaceae"	"!!"	"Juncaceae"	"Juss."	"Gen. Pl. 43"	"1789"
"Krameriaceae"	"!!"	"Krameriaceae"	"Dumort."	"Anal. Fam. Pl. 20, 23"	"1829"
"Lamiaceae"	"!!"	"Lamiaceae"	"Martinov"	"Tekhno-Bot. Slovar. 355"	"1820"
"Lauraceae"	"!!"	"Lauraceae"	"Juss."	"Gen. Pl. 80"	"1789"
"Lecythidaceae"	"!!"	"Lecythidaceae"	"A. Rich."	"Dict. Class. Hist. Nat. 9: 259"	"1825"
"Lennoaceae"	"!!"	"Lennoaceae"	"Solms"	"Abh. Naturf. Ges. Halle 11: 174"	"1870"
"Liliaceae"	"!!"	"Liliaceae"	"Juss."	"Gen. Pl. 48"	"1789"
"Loasaceae"	"!!"	"Loasaceae"	"Juss."	"Ann. Mus. Natl. Hist. Nat. 5: 21"	"1804"
"Loganiaceae"	"!!"	"Loganiaceae"	"R. Br. ex Mart."	"Nov. Gen. Sp. Pl. 2: 133"	"1827"
"Lomariopsidaceae"	"!"	"Lomariopsidaceae"	"Alston"	"Taxon 5(2): 25"	"1956"
"Loranthaceae"	"!!"	"Loranthaceae"	"Juss."	"Ann. Mus. Natl. Hist. Nat. 12: 292"	"1808"
"Lycopodiaceae"	""	"Lycopodiaceae"	"P. Beauv. ex Mirb."	"Hist. Nat. Vég. 4: 293"	"1802"
"Lythraceae"	"!!"	"Lythraceae"	"J. St.-Hil."	"Expos. Fam. Nat. 2: 175"	"1805"
"Magnoliaceae"	"!!"	"Magnoliaceae"	"Juss."	"Gen. Pl. 280"	"1789"
"Malpighiaceae"	"!!"	"Malpighiaceae"	"Juss."	"Gen. Pl. 252"	"1789"
"Malvaceae"	"!!"	"Malvaceae"	"Juss."	"Gen. Pl. 271"	"1789"
"Marantaceae"	"!!"	"Marantaceae"	"R. Br."	"Voy. Terra Austral. 2: 575"	"1814"
"Marattiaceae"	"!!"	"Marattiaceae"	"Kaulf."	"Enum. Filic. 31"	"1824"
"Marcgraviaceae"	"!!"	"Marcgraviaceae"	"Bercht. & J. Presl"	"Prir. Rostlin 218"	"1820"
"Mayacaceae"	"!!"	"Mayacaceae"	"Kunth"	"Abh. Königl. Akad. Wiss. Berlin 1840: 93"	"1842"
"Melastomataceae"	"!!"	"Melastomataceae"	"Juss."	"Gen. Pl. 328"	"1789"
"Meliaceae"	"!!"	"Meliaceae"	"Juss."	"Gen. Pl. 263"	"1789"
"Menispermaceae"	"!!"	"Menispermaceae"	"Juss."	"Gen. Pl. 284–285"	"1789"
"Monimiaceae"	"!!"	"Monimiaceae"	"Juss."	"Ann. Mus. Natl. Hist. Nat. 14: 133"	"1809"
"Moraceae"	"!!"	"Moraceae"	"Gaudich."	"Gen. Pl. 13"	"1835"
"Myricaceae"	"!!"	"Myricaceae"	"Rich. ex Kunth"	"Nov. Gen. Sp. (quarto ed.) 2: 16"	"1817"
"Myristicaceae"	"!!"	"Myristicaceae"	"R. Br."	"Prodr. 399"	"1810"
"Myrtaceae"	"!!"	"Myrtaceae"	"Juss."	"Gen. Pl. 322–323"	"1789"
"Nyctaginaceae"	"!!"	"Nyctaginaceae"	"Juss."	"Gen. Pl. 90"	"1789"
"Ochnaceae"	"!!"	"Ochnaceae"	"DC."	"Nouv. Bull. Sci. Soc. Philom. Paris, sér 2 2: 209"	"1811"
"Olacaceae"	"!!"	"Olacaceae"	"R. Br."	"Narr. Exped. Zaire 452"	"1818"
"Oleaceae"	""	"Oleaceae"	"Hoffmanns. & Link"	"Fl. Portug. 1: 62"	"1809"
"Onagraceae"	"!!"	"Onagraceae"	"Juss."	"Gen. Pl. 317–318"	"1789"
"Ophioglossaceae"	"!"	"Ophioglossaceae"	"Martinov"	"Tekhno-Bot. Slovar. 438"	"1820"
"Orchidaceae"	"!!"	"Orchidaceae"	"Juss."	"Gen. Pl. 64–65"	"1789"
"Orobanchaceae"	""	"Orobanchaceae"	"Vent."	"Tabl. Regn. Veg. 2: 292"	"1799"
"Oxalidaceae"	"!!"	"Oxalidaceae"	"R. Br."	"Narr. Exped. Zaire 433"	"1818"
"Passifloraceae"	"!!"	"Passifloraceae"	"Juss. ex Roussel"	"Fl. Calvados (ed. 2) 334"	"1806"
"Phytolaccaceae"	"!!"	"Phytolaccaceae"	"R. Br."	"Narr. Exped. Zaire 454"	"1818"
"Picramniaceae"	""	"Picramniaceae"	"Fernando & Quinn"	"Taxon 44: 177"	"1995"
"Piperaceae"	"!!"	"Piperaceae"	"Giseke"	"Prae. Ord. Nat. Pl. 123"	"1792"
"Plantaginaceae"	"!!"	"Plantaginaceae"	"Juss."	"Gen. Pl. 89–90"	"1789"
"Plumbaginaceae"	"!!"	"Plumbaginaceae"	"Juss."	"Gen. Pl. 92"	"1789"
"Poaceae"	"!!"	"Poaceae"	"Barnhart"	"Bull. Torrey Bot. Club 22: 7"	"1895"
"Podostemaceae"	"!!"	"Podostemaceae"	"Rich. ex Kunth"	"Nov. Gen. Sp. (quarto ed.) 1: 246"	"1815 [1816]"
"Polemoniaceae"	"!!"	"Polemoniaceae"	"Juss."	"Gen. Pl. 136"	"1789"
"Polygalaceae"	"!!"	"Polygalaceae"	"Hoffmanns. & Link"	"Fl. Portug. 1: 62"	"1809"
"Polygonaceae"	"!!"	"Polygonaceae"	"Juss."	"Gen. Pl. 82"	"1789"
"Polypodiaceae"	"!"	"Polypodiaceae"	"J. Presl & C. Presl"	"Delic. Prag. 159"	"1822"
"Pontederiaceae"	"!!"	"Pontederiaceae"	"Kunth"	"Nov. Gen. Sp. (quarto ed.) 1: 265"	"1815 [1816]"
"Portulacaceae"	"!!"	"Portulacaceae"	"Juss."	"Gen. Pl. 312"	"1789"
"Potamogetonaceae"	"!!"	"Potamogetonaceae"	"Bercht. & J. Presl"	"Přir. Rostlin 1(7): [1], 3"	"1823"
"Primulaceae"	"!!"	"Primulaceae"	"Batsch"	"Syn. Univ. Analytica Gen. Pl. 2: 395"	"1794"
"Proteaceae"	"!!"	"Proteaceae"	"Juss."	"Gen. Pl. 78"	"1789"
"Pteridaceae"	"!"	"Pteridaceae"	"E.D.M. Kirchn."	"Schul-Bot. 109"	"1831"
"Ranunculaceae"	"!!"	"Ranunculaceae"	"Juss."	"Gen. Pl. 231"	"1789"
"Rhamnaceae"	"!!"	"Rhamnaceae"	"Juss."	"Gen. Pl. 376–377"	"1789"
"Rhizophoraceae"	"!!"	"Rhizophoraceae"	"Pers."	"Syn. Pl. 2(1): 2"	"1806"
"Rosaceae"	"!!"	"Rosaceae"	"Juss."	"Gen. Pl. 334"	"1789"
"Rubiaceae"	"!!"	"Rubiaceae"	"Juss."	"Gen. Pl. 196"	"1789"
"Rutaceae"	"!!"	"Rutaceae"	"Juss."	"Gen. Pl. 296"	"1789"
"Sabiaceae"	"!!"	"Sabiaceae"	"Blume"	"Mus. Bot. 1: 368"	"1851"
"Salicaceae"	"!!"	"Salicaceae"	"Mirb."	"Elém. Physiol. Vég. Bot. 2: 905"	"1815"
"Santalaceae"	"!!"	"Santalaceae"	"R. Br."	"Prodr. 305"	"1810"
"Sapindaceae"	"!!"	"Sapindaceae"	"Juss."	"Gen. Pl. 246"	"1789"
"Sapotaceae"	"!!"	"Sapotaceae"	"Juss."	"Gen. Pl. 151"	"1789"
"Saururaceae"	"!!"	"Saururaceae"	"Rich. ex T. Lestib."	"Botanogr. Élém. 453"	"1826"
"Saxifragaceae"	"!!"	"Saxifragaceae"	"Juss."	"Gen. Pl. 308"	"1789"
"Schizaeaceae"	"!"	"Schizaeaceae"	"Kaulf."	"Wesen Farrenkr. 119"	"1827"
"Schlegeliaceae"	""	"Schlegeliaceae"	"Reveal"	"Phytologia 79(2): 74–75"	"1996"
"Scrophulariaceae"	""	"Scrophulariaceae"	"Juss."	"Gen. Pl. 117–118"	"1789"
"Selaginellaceae"	"!"	"Selaginellaceae"	"Willk."	"Anleit. Stud. Bot. 2: 163"	"1854"
"Simaroubaceae"	"!!"	"Simaroubaceae"	"DC."	"Nouv. Bull. Sci. Soc. Philom. Paris, sér 2 2: 209"	"1811"
"Siparunaceae"	""	"Siparunaceae"	"Schodde"	"Taxon 19: 325"	"1970"
"Smilacaceae"	"!!"	"Smilacaceae"	"Vent."	"Tabl. Regn. Veg. 2: 146"	"1799"
"Solanaceae"	"!!"	"Solanaceae"	"Juss."	"Gen. Pl. 124"	"1789"
"Staphyleaceae"	"!!"	"Staphyleaceae"	"Martinov"	"Tekhno-Bot. Slovar. 598"	"1820"
"Styracaceae"	"!!"	"Styracaceae"	"DC. & Spreng."	"Elem. Philos. Pl. 140"	"1821"
"Surianaceae"	"!!"	"Surianaceae"	"Arn."	"Prodr. Fl. Ind. Orient. 360"	"1834"
"Symplocaceae"	"!!"	"Symplocaceae"	"Desf."	"Mém. Mus. Hist. Nat. 6: 9"	"1820"
"Tapisciaceae"	""	"Tapisciaceae"	"Takht."	"Sist. Magnol. 171"	"1987"
"Tectariaceae"	"!"	"Tectariaceae"	"Panigrahi"	"J. Orissa Bot. Soc. 8: 41"	"1986"
"Tetrameristaceae"	""	"Tetrameristaceae"	"Hutch."	"Fam. Fl. Pl., Dicot. (ed. 2) 2: 277"	"1959"
"Theaceae"	"!!"	"Theaceae"	"Mirb."	"Bot. Reg. 2: sub t. 112"	"1816"
"Thelypteridaceae"	"!"	"Thelypteridaceae"	"Ching ex Pic. Serm."	"Webbia 24: 709"	"1970"
"Thymelaeaceae"	"!!"	"Thymelaeaceae"	"Juss."	"Gen. Pl. 76"	"1789"
"Ticodendraceae"	""	"Ticodendraceae"	"Gómez-Laur. & L.D. Gómez"	"Ann. Missouri Bot. Gard. 78(1): 87"	"1991"
"Tovariaceae"	"!!"	"Tovariaceae"	"Pax"	"Nat. Pflanzenfam. 3(2): 207"	"1891"
"Trigoniaceae"	"!!"	"Trigoniaceae"	"A. Juss."	"Dict. Univ. Hist. Nat. 12: 670"	"1849"
"Triuridaceae"	"!!"	"Triuridaceae"	"Gardner"	"Trans. Linn. Soc. London 19: 160"	"1843"
"Tropaeolaceae"	"!!"	"Tropaeolaceae"	"Juss. ex DC."	"Prodr. 1: 683"	"1824"
"Typhaceae"	"!!"	"Typhaceae"	"Juss."	"Gen. Pl. 25"	"1789"
"Ulmaceae"	"!!"	"Ulmaceae"	"Mirb."	"Elém. Physiol. Vég. Bot. 2: 905"	"1815"
"Urticaceae"	"!!"	"Urticaceae"	"Juss."	"Gen. Pl. 400"	"1789"
"Verbenaceae"	"!!"	"Verbenaceae"	"J. St.-Hil."	"Expos. Fam. Nat. 1: 245"	"1805"
"Violaceae"	"!!"	"Violaceae"	"Batsch"	"Tab. Affin. Regni Veg. 57"	"1802"
"Vitaceae"	"!!"	"Vitaceae"	"Juss."	"Gen. Pl. 267"	"1789"
"Vochysiaceae"	"!!"	"Vochysiaceae"	"A. St.-Hil."	"Mém. Mus. Hist. Nat. 6: 265"	"1820"
"Winteraceae"	"!!"	"Winteraceae"	"R. Br. ex Lindl."	"Intr. Nat. Syst. Bot. 26"	"1830"
"Xyridaceae"	"!!"	"Xyridaceae"	"C. Agardh"	"Aphor. Bot. 158"	"1823"
"Zingiberaceae"	"!!"	"Zingiberaceae"	"Martinov"	"Tekhno-Bot. Slovar. 682"	"1820"
"Zygophyllaceae"	"!!"	"Zygophyllaceae"	"R. Br."	"Voy. Terra Austral. 2: 545"	"1814"
"Orchidaceae"	""	"Aa"	"Rchb. f."	"Xenia Orchid. 1: 18"	"1858 [1854]"
"Orchidaceae"	""	"Aa argyrolepis"	"Rchb. f."	"Xenia Orchid. 1: 18"	"1854"
"Orchidaceae"	"!"	"Aa paleacea"	"(Kunth) Rchb. f."	"Xenia Orchid. 1: 18"	"1858 [1854]"
"Fabaceae"	""	"Abarema"	"Pittier"	"Arb. Legum. 56"	"1927"
"Fabaceae"	""	"Abarema adenophora"	"(Ducke) Barneby & J.W. Grimes"	"Mem. New York Bot. Gard. 74(1): 74"	"1996"
"Fabaceae"	""	"Abarema barbouriana"	"(Standl.) Barneby & J.W. Grimes"	"Mem. New York Bot. Gard. 74(1): 70"	"1996"
"Fabaceae"	""	"Abarema idiopoda"	"(S.F. Blake) Barneby & J.W. Grimes"	"Mem. New York Bot. Gard. 74(1): 53"	"1996"
"Fabaceae"	""	"Abarema macradenia"	"(Pittier) Barneby & J.W. Grimes"	"Mem. New York Bot. Gard. 74(1): 57"	"1996"
"Fabaceae"	""	"Abarema racemiflora"	"(Donn. Sm.) Barneby & J.W. Grimes"	"Mem. New York Bot. Gard. 74(1): 90"	"1996"
"Salicaceae"	""	"Abatia"	"Ruiz & Pav."	"Fl. Peruv. Prodr. 78, pl. 14"	"1794"
"Salicaceae"	""	"Abatia parviflora"	"Ruiz & Pav."	"Syst. Veg. Fl. Peruv. Chil. 1: 136–137"	"1798"
"Cyperaceae"	""	"Abildgaardia ovata"	"(Burm. f.) Kral"	"Sida 4(2): 72–73, f. 2"	"1971"
"Hymenophyllaceae"	""	"Abrodictyum rigidum"	"(Sw.) Ebihara & Dubuisson"	"Blumea 51(2): 243"	"2006"
"Fabaceae"	"!"	"Abrus"	"Adans."	"Fam. Pl. 2: 327, 511"	"1763"
"Menispermaceae"	""	"Abuta"	"Aubl."	"Hist. Pl. Guiane 1: 618, pl. 250"	"1775"
"Menispermaceae"	""	"Abuta aristeguietae"	"Krukoff & Barneby"	"Mem. New York Bot. Gard. 20(2): 21–22"	"1970"
"Menispermaceae"	""	"Abuta dwyeriana"	"Krukoff & Barneby"	"Mem. New York Bot. Gard. 20(2): 73–74"	"1970"
"Menispermaceae"	""	"Abuta panamensis"	"(Standl.) Krukoff & Barneby"	"Mem. New York Bot. Gard. 20(2): 22–23"	"1970"
"Menispermaceae"	""	"Abuta steyermarkii"	"(Standl.) Standl."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 23(4): 156"	"1944"
"Malvaceae"	"!"	"Abutilon"	"Mill."	"Gard. Dict. Abr. (ed. 4) [23]"	"1754"
"Malvaceae"	""	"Abutilon andrieuxii"	"Hemsl."	"Diagn. Pl. Nov. Mexic. 2: 24"	"1879"
"Malvaceae"	""	"Abutilon brenesii"	"Standl."	"Publ. Field Mus. Nat. Hist., Bot. Ser. 18(2): 664"	"1937"
"Malvaceae"	""	"Abutilon divaricatum"	"Turcz."	"Bull. Soc. Imp. Naturalistes Moscou 31(1): 204"	"1858"
"Malvaceae"	"!"	"Abutilon giganteum"	"(Jacq.) Sweet"	"Hort. Brit. 1: 53"	"1826"
"Malvaceae"	"!"	"Abutilon percaudatum"	"Hochr."	"Annuaire Conserv. Jard. Bot. Genève 21: 438–439"	"1920"
"Malvaceae"	""	"Abutilon permolle"	"(Willd.) Sweet"	"Hort. Brit. 1: 53"	"1826"
"Malvaceae"	"!"	"Abutilon pictum"	"(Gillies ex Hook. & Arn.) Walp."	"Repert. Bot. Syst. 1: 324"	"1842"
"Malvaceae"	""	"Abutilon purpusii"	"Standl."	"Contr. U.S. Natl. Herb. 23(3): 750"	"1923"
"Malvaceae"	""	"Abutilon striatum"	"Dicks. ex Lindl."	"Edwards's Bot. Reg. 25: misc. 39"	"1839"
"Malvaceae"	""	"Abutilon vexillarium"	"E. Morren"	"Belgique Hort. 14: 289–290, f. 16"	"1864"
"Fabaceae"	"!!"	"Acacia"	"Mill."	"Gard. Dict. Abr. (ed. 4) vol. 1"	"1754"
"Fabaceae"	"!"	"Acacia angustissima"	"(Mill.) Kuntze"	"Revis. Gen. Pl. 3(3): 47"	"1898"
"Fabaceae"	""	"Acacia villosa"	"(Sw.) Willd."	"Sp. Pl. 4(2): 1067–1068"	"1806"
"Fabaceae"	""	"Acaciella"	"Britton & Rose"	"N. Amer. Fl. 23(2): 96–106"	"1928"
"Fabaceae"	""	"Acaciella angustissima"	"(Mill.) Britton & Rose"	"N. Amer. Fl. 23(2): 100"	"1928"
"Fabaceae"	""	"Acaciella villosa"	"(Sw.) Britton & Rose"	"N. Amer. Fl. 23(2): 104"	"1928"
"Rosaceae"	""	"Acaena"	"Mutis ex L."	"Mant. Pl. 2: 145, 200"	"1771"
"Rosaceae"	""	"Acaena cylindristachya"	"Ruiz & Pav."	"Fl. Peruv. 1: 68, t. 104, f. a"	"1798"
"Rosaceae"	""	"Acaena elongata"	"L."	"Mant. Pl. 2: 200"	"1771"
"Euphorbiaceae"	""	"Acalypha"	"L."	"Sp. Pl. 2: 1003"	"1753"
"Euphorbiaceae"	"!"	"Acalypha alopecuroidea"	"Jacq."	"Collectanea 3: 196–197"	"1789 [1791]"
"Euphorbiaceae"	""	"Acalypha apodanthes"	"Standl. & L.O. Williams"	"Ceiba 1(4): 241"	"1951"
"Euphorbiaceae"	""	"Acalypha arvensis"	"Poepp."	"Nov. Gen. Sp. Pl. 3: 21"	"1845 [1841]"
"Euphorbiaceae"	""	"Acalypha chordantha"	"Standl. & L.O. Williams ex F. Seym."	"Phytologia 43(1): 161–162, f. 30"	"1979"
"Euphorbiaceae"	"!"	"Acalypha costaricensis"	"(Kuntze) Knobl. ex Pax & K. Hoffm."	"Pflanzenr. IV. 147 XVI(Heft 85): 16"	"1924"
"Euphorbiaceae"	"!"	"Acalypha diversifolia"	"Jacq."	"Pl. Hort. Schoenbr. 2: 63, pl. 244"	"1797"
"Euphorbiaceae"	""	"Acalypha ferdinandii"	"K. Hoffm."	"Pflanzenr. IV. 147 XVI(Heft 85): 63"	"1924"
"Euphorbiaceae"	"!"	"Acalypha leptopoda"	"Müll. Arg."	"Linnaea 34: 39"	"1865"
"Euphorbiaceae"	"!"	"Acalypha macrostachya"	"Jacq."	"Pl. Hort. Schoenbr. 2: 63, pl. 245"	"1797"
"Euphorbiaceae"	""	"Acalypha mexicana"	"Müll. Arg."	"Linnaea 34(1): 41–42"	"1865"
"Euphorbiaceae"	""	"Acalypha mortoniana"	"Lundell"	"Bull. Torrey Bot. Club 64(8): 552–553"	"1937"
"Euphorbiaceae"	""	"Acalypha muelleriana"	"Urb."	"Symb. Antill. 1: 338"	"1898-1900 [1899]"
"Euphorbiaceae"	"!"	"Acalypha polystachya"	"Jacq."	"Pl. Hort. Schoenbr. 2: 64, pl. 246"	"1797"
"Euphorbiaceae"	""	"Acalypha radinostachya"	"Donn. Sm."	"Bot. Gaz. 54(3): 243"	"1912"
"Euphorbiaceae"	""	"Acalypha schiedeana"	"Schltdl."	"Linnaea 7: 384–385"	"1832"
"Euphorbiaceae"	""	"Acalypha schlechtendaliana"	"Müll. Arg."	"Linnaea 34: 6"	"1865"
"Euphorbiaceae"	""	"Acalypha septemloba"	"Müll. Arg."	"Flora 55: 27"	"1872"
"Euphorbiaceae"	"!"	"Acalypha setosa"	"A. Rich."	"Hist. Fís. Cuba, Bot. 11: 204"	"1850"
"Euphorbiaceae"	""	"Acalypha triloba"	"Müll. Arg."	"Linnaea 34: 23"	"1865"
"Euphorbiaceae"	"!"	"Acalypha villosa"	"Jacq."	"Enum. Syst. Pl. 32"	"1760"
